spp,t_c,block,sample,type,date,pre_post,time,Mod Int,Det Gain,Sat Flash Int,Sat PW,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Actinic Mode,Actinic Dur,Ke,Kq,PAR Corr,F',Fm',yield,ETR,PAR,Temp
BA,C,A,4,1p Y(II),8/31/16,na,13:12:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,713,1507,0.526,26.5,120,25
BA,C,A,5,1p Y(II),8/31/16,na,13:12:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1548,3522,0.56,28.2,120,25
BA,C,A,6,1p Y(II),8/31/16,na,13:12:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,550,1820,0.697,35.1,120,25
BA,C,A,7,1p Y(II),8/31/16,na,13:12:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,256,510,0.498,25,120,25
BA,C,A,8,1p Y(II),8/31/16,na,13:12:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,652,1478,0.558,28.1,120,25
BA,C,B,1,1p Y(II),8/31/16,na,13:19:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,374,1273,0.706,35.5,120,25
BA,C,B,2,1p Y(II),8/31/16,na,13:19:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,243,542,0.551,27.7,120,25
BA,C,B,3,1p Y(II),8/31/16,na,13:20:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,521,1242,0.58,29.2,120,25
BA,C,B,4,1p Y(II),8/31/16,na,13:20:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,123,387,0.682,34.3,120,25
BA,C,B,5,1p Y(II),8/31/16,na,13:20:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,93,221,0.579,29.1,120,25
BA,C,B,6,1p Y(II),8/31/16,na,13:20:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,183,422,0.566,28.5,120,25
BA,C,B,7,1p Y(II),8/31/16,na,13:20:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,543,1972,0.724,36.4,120,25
BA,C,B,8,1p Y(II),8/31/16,na,13:20:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,630,1930,0.673,33.9,120,25
BA,T,A,1,1p Y(II),8/31/16,post,13:40:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,323,1081,0.701,35.3,120,25
BA,T,A,2,1p Y(II),8/31/16,post,13:40:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,243,1006,0.758,38.1,120,25
BA,T,A,3,1p Y(II),8/31/16,post,13:40:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,364,906,0.598,30.1,120,25
BA,T,A,4,1p Y(II),8/31/16,post,13:41:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,656,1687,0.611,30.7,120,25
BA,T,A,5,1p Y(II),8/31/16,post,13:41:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,800,1945,0.588,29.6,120,25
BA,T,A,6,1p Y(II),8/31/16,post,13:41:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,494,1715,0.711,35.8,120,25
BA,T,A,7,1p Y(II),8/31/16,post,13:41:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,201,661,0.695,35,120,25
BA,T,A,8,1p Y(II),8/31/16,post,13:41:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1221,2250,0.457,23,120,25
BA,T,B,1,1p Y(II),8/31/16,post,13:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,114,506,0.774,39,120,25
BA,T,B,2,1p Y(II),8/31/16,post,13:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,117,260,0.55,27.7,120,25
BA,T,B,3,1p Y(II),8/31/16,post,13:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,819,2078,0.605,30.4,120,25
BA,T,B,4,1p Y(II),8/31/16,post,13:50:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,362,1121,0.677,34.1,120,25
BA,T,B,5,1p Y(II),8/31/16,post,13:50:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,233,726,0.679,34.2,120,25
BA,T,B,6,1p Y(II),8/31/16,post,13:50:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,441,1175,0.624,31.4,120,25
BA,T,B,7,1p Y(II),8/31/16,post,13:50:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,777,2263,0.656,33,120,25
BA,T,B,8,1p Y(II),8/31/16,post,13:50:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,155,292,0.469,23.6,120,25
BA,T,A,1,1p Y(II),9/2/16,pre,9:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,237,896,0.735,37,120,25
BA,T,A,2,1p Y(II),9/2/16,pre,9:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,750,2473,0.696,35,120,25
BA,T,A,3,1p Y(II),9/2/16,pre,9:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,129,328,0.606,30.5,120,25
BA,T,A,4,1p Y(II),9/2/16,pre,9:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,695,1666,0.582,29.3,120,25
BA,T,A,5,1p Y(II),9/2/16,pre,9:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,215,498,0.568,28.6,120,25
BA,T,A,6,1p Y(II),9/2/16,pre,9:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,413,979,0.578,29.1,120,25
BA,T,A,7,1p Y(II),9/2/16,pre,9:06:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1197,2796,0.571,28.7,120,25
BA,T,A,8,1p Y(II),9/2/16,pre,9:06:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,903,1791,0.495,24.9,120,25
BA,T,B,1,1p Y(II),9/2/16,pre,9:23:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1186,2865,0.586,29.5,120,25
BA,T,B,2,1p Y(II),9/2/16,pre,9:23:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,389,782,0.502,25.2,120,25
BA,T,B,3,1p Y(II),9/2/16,pre,9:23:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,565,1815,0.688,34.6,120,25
BA,T,B,4,1p Y(II),9/2/16,pre,9:23:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,186,446,0.582,29.3,120,25
BA,T,B,5,1p Y(II),9/2/16,pre,9:23:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,488,1777,0.725,36.5,120,25
BA,T,B,6,1p Y(II),9/2/16,pre,9:24:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,233,600,0.611,30.7,120,25
BA,T,B,7,1p Y(II),9/2/16,pre,9:24:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,173,453,0.618,31.1,120,25
BA,T,B,8,1p Y(II),9/2/16,pre,9:24:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,242,608,0.601,30.2,120,25
BA,T,A,1,1p Y(II),9/2/16,post,10:42:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,156,469,0.667,33.6,120,25
BA,T,A,2,1p Y(II),9/2/16,post,10:42:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,293,1002,0.707,35.6,120,25
BA,T,A,3,1p Y(II),9/2/16,post,10:42:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,357,779,0.541,27.2,120,25
BA,T,A,4,1p Y(II),9/2/16,post,10:42:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,760,1114,0.317,15.9,120,25
BA,T,A,5,1p Y(II),9/2/16,post,10:42:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,341,554,0.384,19.3,120,25
BA,T,A,6,1p Y(II),9/2/16,post,10:43:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1732,3576,0.515,25.9,120,25
BA,T,A,7,1p Y(II),9/2/16,post,10:43:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1104,3358,0.671,33.8,120,25
BA,T,A,8,1p Y(II),9/2/16,post,10:43:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1869,3336,0.439,22.1,120,25
BA,C,A,1,1p Y(II),9/2/16,na,11:48:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,991,1807,0.451,22.7,120,25
BA,C,A,2,1p Y(II),9/2/16,na,11:48:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,889,2259,0.606,30.5,120,25
BA,C,A,3,1p Y(II),9/2/16,na,11:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,771,2686,0.712,35.8,120,25
BA,C,A,4,1p Y(II),9/2/16,na,11:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1302,2139,0.391,19.7,120,25
BA,C,A,5,1p Y(II),9/2/16,na,11:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1053,2412,0.563,28.3,120,25
BA,C,A,6,1p Y(II),9/2/16,na,11:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,318,772,0.588,29.6,120,25
BA,C,A,7,1p Y(II),9/2/16,na,11:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,295,539,0.452,22.7,120,25
BA,C,A,8,1p Y(II),9/2/16,na,11:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,445,930,0.521,26.2,120,25
BA,C,B,1,1p Y(II),9/2/16,na,11:57:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,346,869,0.601,30.2,120,25
BA,C,B,2,1p Y(II),9/2/16,na,11:57:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,230,537,0.571,28.7,120,25
BA,C,B,3,1p Y(II),9/2/16,na,11:57:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,287,487,0.41,20.6,120,25
BA,C,B,4,1p Y(II),9/2/16,na,11:57:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,145,293,0.505,25.4,120,25
BA,C,B,5,1p Y(II),9/2/16,na,11:57:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,377,834,0.547,27.5,120,25
BA,C,B,6,1p Y(II),9/2/16,na,11:57:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,377,617,0.388,19.5,120,25
BA,C,B,7,1p Y(II),9/2/16,na,11:58:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,97,218,0.555,27.9,120,25
BA,C,B,8,1p Y(II),9/2/16,na,11:58:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,251,599,0.58,29.2,120,25
BA,T,B,1,1p Y(II),9/2/16,post,12:03:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,796,2544,0.687,34.6,120,25
BA,T,B,2,1p Y(II),9/2/16,post,12:03:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,312,425,0.265,13.3,120,25
BA,T,B,3,1p Y(II),9/2/16,post,12:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,469,957,0.509,25.6,120,25
BA,T,B,4,1p Y(II),9/2/16,post,12:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,199,381,0.477,24,120,25
BA,T,B,5,1p Y(II),9/2/16,post,12:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,552,1132,0.512,25.8,120,25
BA,T,B,6,1p Y(II),9/2/16,post,12:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,555,1148,0.516,26,120,25
BA,T,B,7,1p Y(II),9/2/16,post,12:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,215,499,0.569,28.6,120,25
BA,T,B,8,1p Y(II),9/2/16,post,12:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,404,1181,0.657,33.1,120,25
DW,T,A,1,1p Y(II),8/24/16,pre,11:02:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1122,2680,0.581,29.2,120,25
DW,T,A,2,1p Y(II),8/24/16,pre,11:02:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,621,1205,0.484,24.3,120,25
DW,T,A,3,1p Y(II),8/24/16,pre,11:02:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2147,2661,0.193,9.7,120,25
DW,T,A,4,1p Y(II),8/24/16,pre,11:02:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,529,1307,0.595,29.9,120,25
DW,T,A,5,1p Y(II),8/24/16,pre,11:02:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,815,1773,0.54,27.2,120,25
DW,T,A,6,1p Y(II),8/24/16,pre,11:03:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1240,2544,0.512,25.8,120,25
DW,T,A,7,1p Y(II),8/24/16,pre,11:03:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,954,2210,0.568,28.6,120,25
DW,T,A,8,1p Y(II),8/24/16,pre,11:03:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1953,3073,0.364,18.3,120,25
DW,T,B,1,1p Y(II),8/24/16,pre,11:10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,618,2391,0.741,37.3,120,25
DW,T,B,2,1p Y(II),8/24/16,pre,11:10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,616,2054,0.7,35.2,120,25
DW,T,B,3,1p Y(II),8/24/16,pre,11:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,931,2457,0.621,31.2,120,25
DW,T,B,4,1p Y(II),8/24/16,pre,11:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,185,284,0.348,17.5,120,25
DW,T,B,5,1p Y(II),8/24/16,pre,11:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,752,2284,0.67,33.7,120,25
DW,T,B,6,1p Y(II),8/24/16,pre,11:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,792,1188,0.333,16.7,120,25
DW,T,B,7,1p Y(II),8/24/16,pre,11:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1845,3150,0.414,20.8,120,25
DW,T,B,8,1p Y(II),8/24/16,pre,11:12:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,874,1375,0.364,18.3,120,25
DW,C,B,1,1p Y(II),8/24/16,na,11:38:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,811,1321,0.386,19.4,120,25
DW,C,B,2,1p Y(II),8/24/16,na,11:38:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1736,3410,0.49,24.6,120,25
DW,C,B,3,1p Y(II),8/24/16,na,11:39:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,483,694,0.304,15.3,120,25
DW,C,B,4,1p Y(II),8/24/16,na,11:39:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,94,343,0.725,36.5,120,25
DW,C,B,5,1p Y(II),8/24/16,na,11:39:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1070,1596,0.329,16.5,120,25
DW,C,B,6,1p Y(II),8/24/16,na,11:39:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,254,862,0.705,35.5,120,25
DW,C,B,7,1p Y(II),8/24/16,na,11:39:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1294,1992,0.35,17.6,120,25
DW,C,B,8,1p Y(II),8/24/16,na,11:39:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1071,2631,0.592,29.8,120,25
DW,C,A,1,1p Y(II),8/24/16,na,11:48:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,491,1303,0.623,31.3,120,25
DW,C,A,2,1p Y(II),8/24/16,na,11:48:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,838,1378,0.391,19.7,120,25
DW,C,A,3,1p Y(II),8/24/16,na,11:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,603,1007,0.401,20.2,120,25
DW,C,A,4,1p Y(II),8/24/16,na,11:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,823,1681,0.51,25.7,120,25
DW,C,A,5,1p Y(II),8/24/16,na,11:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2029,2707,0.25,12.6,120,25
DW,C,A,6,1p Y(II),8/24/16,na,11:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,544,932,0.416,20.9,120,25
DW,C,A,7,1p Y(II),8/24/16,na,11:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,605,1366,0.557,28,120,25
DW,C,A,8,1p Y(II),8/24/16,na,11:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,550,1295,0.575,28.9,120,25
DW,T,B,1,1p Y(II),8/24/16,post,15:08:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,255,398,0.359,18,120,25
DW,T,B,2,1p Y(II),8/24/16,post,15:08:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,354,1088,0.674,33.9,120,25
DW,T,B,3,1p Y(II),8/24/16,post,15:08:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,354,1088,0.674,33.9,120,25
DW,T,B,4,1p Y(II),8/24/16,post,15:09:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1008,1513,0.333,16.7,120,25
DW,T,B,5,1p Y(II),8/24/16,post,15:09:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,317,779,0.593,29.8,120,25
DW,T,B,6,1p Y(II),8/24/16,post,15:09:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,969,1916,0.494,24.8,120,25
DW,T,B,7,1p Y(II),8/24/16,post,15:09:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,494,1911,0.741,37.3,120,25
DW,T,B,8,1p Y(II),8/24/16,post,15:10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,824,1298,0.365,18.3,120,25
DW,T,A,1,1p Y(II),8/24/16,post,15:59:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,478,1707,0.719,36.2,120,25
DW,T,A,2,1p Y(II),8/24/16,post,15:59:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1364,2658,0.486,24.4,120,25
DW,T,A,3,1p Y(II),8/24/16,post,15:59:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1444,2646,0.454,22.8,120,25
DW,T,A,4,1p Y(II),8/24/16,post,15:59:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,568,1907,0.702,35.3,120,25
DW,T,A,5,1p Y(II),8/24/16,post,15:59:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,761,2601,0.707,35.6,120,25
DW,T,A,6,1p Y(II),8/24/16,post,15:59:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,358,1125,0.681,34.3,120,25
DW,T,A,7,1p Y(II),8/24/16,post,16:00:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,586,2268,0.741,37.3,120,25
DW,T,A,8,1p Y(II),8/24/16,post,16:00:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,172,532,0.676,34,120,25
DW,T,B,1,1p Y(II),8/26/16,pre,8:35:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1110,2325,0.522,26.3,120,25
DW,T,B,2,1p Y(II),8/26/16,pre,8:35:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1043,3210,0.675,34,120,25
DW,T,B,3,1p Y(II),8/26/16,pre,8:36:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,942,2799,0.663,33.4,120,25
DW,T,B,4,1p Y(II),8/26/16,pre,8:36:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1027,3108,0.669,33.7,120,25
DW,T,B,5,1p Y(II),8/26/16,pre,8:36:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,873,2821,0.69,34.7,120,25
DW,T,B,6,1p Y(II),8/26/16,pre,8:37:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1054,1527,0.309,15.5,120,25
DW,T,B,7,1p Y(II),8/26/16,pre,8:37:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1084,2949,0.632,31.8,120,25
DW,T,B,8,1p Y(II),8/26/16,pre,8:38:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2635,3452,0.236,11.8,120,25
DW,T,A,1,1p Y(II),8/26/16,pre,8:50:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1112,3443,0.677,34.1,120,25
DW,T,A,2,1p Y(II),8/26/16,pre,8:51:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,809,2419,0.665,33.5,120,25
DW,T,A,3,1p Y(II),8/26/16,pre,8:51:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2199,3190,0.31,15.6,120,25
DW,T,A,4,1p Y(II),8/26/16,pre,8:51:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,916,1686,0.456,22.9,120,25
DW,T,A,5,1p Y(II),8/26/16,pre,8:51:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,616,1838,0.664,33.4,120,25
DW,T,A,6,1p Y(II),8/26/16,pre,8:52:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1469,2668,0.449,22.6,120,25
DW,T,A,7,1p Y(II),8/26/16,pre,8:52:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,276,805,0.657,33.1,120,25
DW,T,A,8,1p Y(II),8/26/16,pre,8:52:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2395,3162,0.242,12.1,120,25
DW,C,A,1,1p Y(II),8/26/16,na,12:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,932,3089,0.698,35.1,120,25
DW,C,A,2,1p Y(II),8/26/16,na,12:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,819,2410,0.66,33.2,120,25
DW,C,A,3,1p Y(II),8/26/16,na,12:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,877,2546,0.655,33,120,25
DW,C,A,4,1p Y(II),8/26/16,na,12:54:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1129,2936,0.615,30.9,120,25
DW,C,A,5,1p Y(II),8/26/16,na,12:54:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2020,2630,0.231,11.6,120,25
DW,C,A,6,1p Y(II),8/26/16,na,12:55:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1267,1635,0.225,11.3,120,25
DW,C,A,7,1p Y(II),8/26/16,na,12:55:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,995,2909,0.657,33.1,120,25
DW,C,A,8,1p Y(II),8/26/16,na,12:55:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1353,3309,0.591,29.7,120,25
DW,C,B,1,1p Y(II),8/26/16,na,13:03:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,814,1301,0.374,18.8,120,25
DW,C,B,2,1p Y(II),8/26/16,na,13:03:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,995,1953,0.49,24.6,120,25
DW,C,B,3,1p Y(II),8/26/16,na,13:03:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2400,3386,0.291,14.6,120,25
DW,C,B,4,1p Y(II),8/26/16,na,13:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,495,1998,0.752,37.8,120,25
DW,C,B,5,1p Y(II),8/26/16,na,13:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1726,2336,0.261,13.1,120,25
DW,C,B,6,1p Y(II),8/26/16,na,13:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1291,2141,0.397,20,120,25
DW,C,B,7,1p Y(II),8/26/16,na,13:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,216,830,0.739,37.2,120,25
DW,C,B,8,1p Y(II),8/26/16,na,13:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,814,1719,0.526,26.5,120,25
DW,T,A,1,1p Y(II),8/26/16,post,13:12:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,881,3248,0.728,36.6,120,25
DW,T,A,2,1p Y(II),8/26/16,post,13:12:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,376,1365,0.724,36.4,120,25
DW,T,A,3,1p Y(II),8/26/16,post,13:13:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,432,1308,0.669,33.7,120,25
DW,T,A,4,1p Y(II),8/26/16,post,13:13:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,807,1766,0.543,27.3,120,25
DW,T,A,5,1p Y(II),8/26/16,post,13:13:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,580,984,0.41,20.6,120,25
DW,T,A,6,1p Y(II),8/26/16,post,13:13:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,729,2861,0.745,37.5,120,25
DW,T,A,7,1p Y(II),8/26/16,post,13:13:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,537,1864,0.711,35.8,120,25
DW,T,A,8,1p Y(II),8/26/16,post,13:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1196,3263,0.633,31.8,120,25
DW,T,B,1,1p Y(II),8/26/16,post,13:29:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1586,2370,0.33,16.6,120,25
DW,T,B,2,1p Y(II),8/26/16,post,13:30:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,754,2203,0.657,33.1,120,25
DW,T,B,3,1p Y(II),8/26/16,post,13:30:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,408,1349,0.697,35.1,120,25
DW,T,B,4,1p Y(II),8/26/16,post,13:30:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,955,1162,0.178,8.9,120,25
DW,T,B,5,1p Y(II),8/26/16,post,13:31:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,328,778,0.578,29.1,120,25
DW,T,B,6,1p Y(II),8/26/16,post,13:31:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,684,992,0.31,15.6,120,25
