spp,t_c,block,sample,type,date,pre_post,time,Mod Int,Det Gain,Sat Flash Int,Sat PW,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Actinic Mode,Actinic Dur,Ke,Kq,PAR Corr,F',Fm',yield,ETR,PAR,Temp
DW,T,B,7,1p Y(II),8/26/16,post,13:31:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,783,2241,0.65,32.7,120,25
DW,T,B,8,1p Y(II),8/26/16,post,13:31:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1727,2402,0.281,14.1,120,25
DW,T,B,1,1p Y(II),8/29/16,pre,10:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1795,2398,0.251,12.6,120,25
DW,T,B,2,1p Y(II),8/29/16,pre,10:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,436,844,0.483,24.3,120,25
DW,T,B,3,1p Y(II),8/29/16,pre,10:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,375,1219,0.692,34.8,120,25
DW,T,B,4,1p Y(II),8/29/16,pre,10:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,453,544,0.167,8.4,120,25
DW,T,B,5,1p Y(II),8/29/16,pre,10:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,754,2065,0.634,31.9,120,25
DW,T,B,6,1p Y(II),8/29/16,pre,10:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,421,789,0.466,23.4,120,25
DW,T,B,7,1p Y(II),8/29/16,pre,10:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,343,488,0.297,14.9,120,25
DW,T,B,8,1p Y(II),8/29/16,pre,10:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1485,2086,0.288,14.5,120,25
DW,T,A,1,1p Y(II),8/29/16,pre,11:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,679,1734,0.608,30.6,120,25
DW,T,A,2,1p Y(II),8/29/16,pre,11:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1294,2011,0.356,17.9,120,25
DW,T,A,3,1p Y(II),8/29/16,pre,11:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1063,1816,0.414,20.8,120,25
DW,T,A,4,1p Y(II),8/29/16,pre,11:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1511,2143,0.294,14.8,120,25
DW,T,A,5,1p Y(II),8/29/16,pre,11:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,417,843,0.505,25.4,120,25
DW,T,A,6,1p Y(II),8/29/16,pre,11:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,572,1235,0.536,27,120,25
DW,T,A,7,1p Y(II),8/29/16,pre,11:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,296,917,0.677,34.1,120,25
DW,T,A,8,1p Y(II),8/29/16,pre,11:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,969,2849,0.659,33.2,120,25
DW,T,B,1,1p Y(II),8/29/16,post,12:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2612,3407,0.233,11.7,120,25
DW,T,B,2,1p Y(II),8/29/16,post,12:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1683,3050,0.448,22.5,120,25
DW,T,B,3,1p Y(II),8/29/16,post,12:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,934,3181,0.706,35.5,120,25
DW,T,B,4,1p Y(II),8/29/16,post,12:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2104,2693,0.218,10.9,120,25
DW,T,B,5,1p Y(II),8/29/16,post,12:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2072,3510,0.409,20.6,120,25
DW,T,B,6,1p Y(II),8/29/16,post,12:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1383,2997,0.538,27.1,120,25
DW,T,B,7,1p Y(II),8/29/16,post,12:12:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2363,3198,0.261,13.1,120,25
DW,C,B,1,1p Y(II),8/29/16,na,13:29:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1857,3370,0.448,22.5,120,25
DW,C,B,2,1p Y(II),8/29/16,na,13:29:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,711,1657,0.57,28.7,120,25
DW,C,B,3,1p Y(II),8/29/16,na,13:29:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,851,1293,0.341,17.1,120,25
DW,C,B,4,1p Y(II),8/29/16,na,13:29:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,966,2344,0.587,29.5,120,25
DW,C,B,5,1p Y(II),8/29/16,na,13:29:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1734,2866,0.394,19.8,120,25
DW,C,B,6,1p Y(II),8/29/16,na,13:29:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1336,2193,0.39,19.6,120,25
DW,C,B,7,1p Y(II),8/29/16,na,13:30:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1382,3533,0.608,30.6,120,25
DW,C,B,8,1p Y(II),8/29/16,na,13:30:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2406,3426,0.297,14.9,120,25
DW,C,A,1,1p Y(II),8/29/16,na,13:35:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,452,600,0.246,12.3,120,25
DW,C,A,2,1p Y(II),8/29/16,na,13:35:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1416,2058,0.311,15.6,120,25
DW,C,A,3,1p Y(II),8/29/16,na,13:35:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1692,2160,0.216,10.8,120,25
DW,C,A,4,1p Y(II),8/29/16,na,13:35:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,854,1590,0.462,23.2,120,25
DW,C,A,5,1p Y(II),8/29/16,na,13:35:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1651,2195,0.247,12.4,120,25
DW,C,A,6,1p Y(II),8/29/16,na,13:35:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,319,466,0.315,15.8,120,25
DW,C,A,7,1p Y(II),8/29/16,na,13:35:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2277,3375,0.325,16.3,120,25
DW,C,A,8,1p Y(II),8/29/16,na,13:35:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,397,578,0.313,15.7,120,25
DW,T,A,1,1p Y(II),8/29/16,post,13:38:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1159,3538,0.672,33.8,120,25
DW,T,A,2,1p Y(II),8/29/16,post,13:38:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,826,1311,0.369,18.5,120,25
DW,T,A,3,1p Y(II),8/29/16,post,13:38:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,847,2660,0.681,34.3,120,25
DW,T,A,4,1p Y(II),8/29/16,post,13:38:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,988,1644,0.399,20.1,120,25
DW,T,A,5,1p Y(II),8/29/16,post,13:38:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,247,514,0.519,26.1,120,25
DW,T,A,6,1p Y(II),8/29/16,post,13:39:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,983,3317,0.703,35.4,120,25
DW,T,A,7,1p Y(II),8/29/16,post,13:39:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,637,1960,0.675,34,120,25
DW,T,A,8,1p Y(II),8/29/16,post,13:39:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,709,1978,0.641,32.3,120,25
DW,T,B,8,1p Y(II),8/29/16,post,13:45:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1442,2001,0.279,14,120,25
DW,T,A,1,1p Y(II),8/31/16,pre,10:10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1363,3199,0.573,28.8,120,25
DW,T,A,2,1p Y(II),8/31/16,pre,10:10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1580,3010,0.475,23.9,120,25
DW,T,A,3,1p Y(II),8/31/16,pre,10:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1391,1845,0.246,12.3,120,25
DW,T,A,4,1p Y(II),8/31/16,pre,10:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1825,3195,0.428,21.5,120,25
DW,T,A,5,1p Y(II),8/31/16,pre,10:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,202,516,0.608,30.6,120,25
DW,T,A,6,1p Y(II),8/31/16,pre,10:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,286,426,0.328,16.5,120,25
DW,T,A,7,1p Y(II),8/31/16,pre,10:12:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,263,817,0.678,34.1,120,25
DW,T,A,8,1p Y(II),8/31/16,pre,10:12:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,826,1445,0.428,21.5,120,25
DW,T,B,1,1p Y(II),8/31/16,pre,10:19:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,90,132,0.318,16,120,25
DW,T,B,2,1p Y(II),8/31/16,pre,10:19:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,420,758,0.445,22.4,120,25
DW,T,B,3,1p Y(II),8/31/16,pre,10:19:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,236,720,0.672,33.8,120,25
DW,T,B,4,1p Y(II),8/31/16,pre,10:19:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,349,1135,0.692,34.8,120,25
DW,T,B,5,1p Y(II),8/31/16,pre,10:19:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,220,685,0.678,34.1,120,25
DW,T,B,6,1p Y(II),8/31/16,pre,10:19:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,257,654,0.607,30.5,120,25
DW,T,B,7,1p Y(II),8/31/16,pre,10:20:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,562,760,0.26,13.1,120,25
DW,T,B,8,1p Y(II),8/31/16,pre,10:20:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,590,742,0.204,10.2,120,25
DW,C,B,1,1p Y(II),8/31/16,na,13:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,680,1655,0.589,29.6,120,25
DW,C,B,2,1p Y(II),8/31/16,na,13:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,455,1337,0.659,33.2,120,25
DW,C,B,3,1p Y(II),8/31/16,na,13:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,721,1453,0.503,25.3,120,25
DW,C,B,4,1p Y(II),8/31/16,na,13:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,399,793,0.496,24.9,120,25
DW,C,B,5,1p Y(II),8/31/16,na,13:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,545,1343,0.594,29.9,120,25
DW,C,B,6,1p Y(II),8/31/16,na,13:17:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,715,2245,0.681,34.3,120,25
DW,C,B,7,1p Y(II),8/31/16,na,13:17:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,595,1529,0.61,30.7,120,25
DW,C,B,8,1p Y(II),8/31/16,na,13:17:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,466,1426,0.673,33.9,120,25
DW,C,A,1,1p Y(II),8/31/16,na,13:22:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,752,1051,0.284,14.3,120,25
DW,C,A,2,1p Y(II),8/31/16,na,13:22:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1194,1888,0.367,18.4,120,25
DW,C,A,3,1p Y(II),8/31/16,na,13:23:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,583,898,0.35,17.6,120,25
DW,C,A,4,1p Y(II),8/31/16,na,13:23:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,583,898,0.35,17.6,120,25
DW,C,A,5,1p Y(II),8/31/16,na,13:23:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,404,513,0.212,10.6,120,25
DW,C,A,6,1p Y(II),8/31/16,na,13:23:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1281,3536,0.637,32.1,120,25
DW,C,A,7,1p Y(II),8/31/16,na,13:23:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,339,654,0.481,24.2,120,25
DW,C,A,8,1p Y(II),8/31/16,na,13:23:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,454,744,0.389,19.5,120,25
DW,T,B,1,1p Y(II),8/31/16,post,13:45:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1751,2682,0.347,17.4,120,25
DW,T,B,2,1p Y(II),8/31/16,post,13:45:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,111,194,0.427,21.5,120,25
DW,T,B,3,1p Y(II),8/31/16,post,13:45:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,994,3548,0.719,36.2,120,25
DW,T,B,4,1p Y(II),8/31/16,post,13:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2046,2708,0.244,12.2,120,25
DW,T,B,5,1p Y(II),8/31/16,post,13:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,413,952,0.566,28.5,120,25
DW,T,B,6,1p Y(II),8/31/16,post,13:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1290,2996,0.569,28.6,120,25
DW,T,B,7,1p Y(II),8/31/16,post,13:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1219,2068,0.41,20.6,120,25
DW,T,B,8,1p Y(II),8/31/16,post,13:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1041,2344,0.555,27.9,120,25
DW,T,A,1,1p Y(II),8/31/16,post,13:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,464,997,0.534,26.9,120,25
DW,T,A,2,1p Y(II),8/31/16,post,13:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,310,706,0.56,28.2,120,25
DW,T,A,3,1p Y(II),8/31/16,post,13:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1893,3535,0.464,23.3,120,25
DW,T,A,4,1p Y(II),8/31/16,post,13:54:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,633,1264,0.499,25.1,120,25
DW,T,A,5,1p Y(II),8/31/16,post,13:54:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,900,2283,0.605,30.4,120,25
DW,T,A,6,1p Y(II),8/31/16,post,13:54:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1215,2334,0.479,24.1,120,25
DW,T,A,7,1p Y(II),8/31/16,post,13:54:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,508,1836,0.723,36.4,120,25
DW,T,A,8,1p Y(II),8/31/16,post,13:54:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,491,1299,0.622,31.3,120,25
DW,T,B,1,1p Y(II),9/2/16,pre,9:13:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,934,1957,0.522,26.3,120,25
DW,T,B,2,1p Y(II),9/2/16,pre,9:13:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,285,753,0.621,31.2,120,25
DW,T,B,3,1p Y(II),9/2/16,pre,9:13:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,284,1077,0.736,37,120,25
DW,T,B,4,1p Y(II),9/2/16,pre,9:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,376,1022,0.632,31.8,120,25
DW,T,B,5,1p Y(II),9/2/16,pre,9:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1121,3210,0.65,32.7,120,25
DW,T,B,6,1p Y(II),9/2/16,pre,9:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,262,612,0.571,28.7,120,25
DW,T,B,7,1p Y(II),9/2/16,pre,9:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,638,1207,0.471,23.7,120,25
DW,T,B,8,1p Y(II),9/2/16,pre,9:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,692,2104,0.671,33.8,120,25
DW,T,A,1,1p Y(II),9/2/16,pre,9:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1488,2869,0.481,24.2,120,25
DW,T,A,2,1p Y(II),9/2/16,pre,9:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,461,1284,0.64,32.2,120,25
DW,T,A,3,1p Y(II),9/2/16,pre,9:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1330,2895,0.54,27.2,120,25
DW,T,A,4,1p Y(II),9/2/16,pre,9:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,581,1268,0.541,27.2,120,25
DW,T,A,5,1p Y(II),9/2/16,pre,9:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,617,1362,0.546,27.5,120,25
DW,T,A,6,1p Y(II),9/2/16,pre,9:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,648,935,0.306,15.4,120,25
DW,T,A,7,1p Y(II),9/2/16,pre,9:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,413,995,0.584,29.4,120,25
DW,T,A,8,1p Y(II),9/2/16,pre,9:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,958,2017,0.525,26.4,120,25
DW,T,B,1,1p Y(II),9/2/16,post,11:06:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,173,253,0.316,15.9,120,25
DW,T,B,2,1p Y(II),9/2/16,post,11:06:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,355,592,0.4,20.1,120,25
DW,T,B,3,1p Y(II),9/2/16,post,11:07:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,443,1549,0.714,35.9,120,25
DW,T,B,4,1p Y(II),9/2/16,post,11:07:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1626,2510,0.352,17.7,120,25
DW,T,B,5,1p Y(II),9/2/16,post,11:07:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,394,1197,0.67,33.7,120,25
DW,T,B,6,1p Y(II),9/2/16,post,11:07:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,516,1518,0.66,33.2,120,25
DW,T,B,7,1p Y(II),9/2/16,post,11:07:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,406,1413,0.712,35.8,120,25
DW,T,B,8,1p Y(II),9/2/16,post,11:08:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,772,2346,0.67,33.7,120,25
DW,C,B,1,1p Y(II),9/2/16,na,11:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,578,1462,0.604,30.4,120,25
DW,C,B,2,1p Y(II),9/2/16,na,11:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,487,1069,0.544,27.4,120,25
DW,C,B,3,1p Y(II),9/2/16,na,11:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,351,433,0.189,9.5,120,25
DW,C,B,4,1p Y(II),9/2/16,na,11:54:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,417,664,0.371,18.6,120,25
DW,C,B,5,1p Y(II),9/2/16,na,11:55:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1435,2351,0.389,19.5,120,25
DW,C,B,6,1p Y(II),9/2/16,na,11:55:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,255,537,0.525,26.4,120,25
DW,C,B,7,1p Y(II),9/2/16,na,11:55:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1204,1725,0.302,15.2,120,25
DW,C,B,8,1p Y(II),9/2/16,na,11:55:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1501,3529,0.574,28.9,120,25
DW,C,A,1,1p Y(II),9/2/16,na,11:59:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,355,500,0.29,14.6,120,25
DW,C,A,2,1p Y(II),9/2/16,na,11:59:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1090,1495,0.27,13.6,120,25
DW,C,A,3,1p Y(II),9/2/16,na,12:00:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,761,1145,0.335,16.8,120,25
DW,C,A,4,1p Y(II),9/2/16,na,12:00:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,269,619,0.565,28.4,120,25
DW,C,A,5,1p Y(II),9/2/16,na,12:00:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1463,2408,0.392,19.7,120,25
DW,C,A,6,1p Y(II),9/2/16,na,12:00:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1093,1482,0.262,13.2,120,25
DW,C,A,7,1p Y(II),9/2/16,na,12:00:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1501,3210,0.532,26.8,120,25
DW,C,A,8,1p Y(II),9/2/16,na,12:00:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,844,1232,0.314,15.8,120,25
DW,T,A,1,1p Y(II),9/2/16,post,12:07:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,433,673,0.356,17.9,120,25
DW,T,A,2,1p Y(II),9/2/16,post,12:08:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,526,1491,0.647,32.6,120,25
DW,T,A,3,1p Y(II),9/2/16,post,12:08:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,590,956,0.382,19.2,120,25
DW,T,A,4,1p Y(II),9/2/16,post,12:08:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,260,589,0.558,28.1,120,25
DW,T,A,5,1p Y(II),9/2/16,post,12:08:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,297,705,0.578,29.1,120,25
DW,T,A,6,1p Y(II),9/2/16,post,12:08:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,374,663,0.435,21.9,120,25
DW,T,A,7,1p Y(II),9/2/16,post,12:08:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,693,1549,0.552,27.8,120,25
DW,T,A,8,1p Y(II),9/2/16,post,12:09:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,532,878,0.394,19.8,120,25
PB,T,A,1,1p Y(II),8/24/16,pre,11:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1157,3492,0.668,33.6,120,25
PB,T,A,2,1p Y(II),8/24/16,pre,11:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,967,2810,0.655,33,120,25
PB,T,A,3,1p Y(II),8/24/16,pre,11:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1084,3415,0.682,34.3,120,25
PB,T,A,4,1p Y(II),8/24/16,pre,11:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,743,2428,0.693,34.9,120,25
PB,T,A,5,1p Y(II),8/24/16,pre,11:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,263,831,0.683,34.4,120,25
PB,T,A,6,1p Y(II),8/24/16,pre,11:06:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,801,2212,0.637,32.1,120,25
PB,T,A,7,1p Y(II),8/24/16,pre,11:06:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1045,2848,0.633,31.8,120,25
PB,T,A,8,1p Y(II),8/24/16,pre,11:06:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1052,3295,0.68,34.2,120,25
PB,T,B,1,1p Y(II),8/24/16,pre,11:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,693,2465,0.718,36.1,120,25
PB,T,B,2,1p Y(II),8/24/16,pre,11:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,557,1798,0.69,34.7,120,25
PB,T,B,3,1p Y(II),8/24/16,pre,11:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,722,2194,0.67,33.7,120,25
PB,T,B,4,1p Y(II),8/24/16,pre,11:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,732,2393,0.694,34.9,120,25
PB,T,B,5,1p Y(II),8/24/16,pre,11:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1024,3139,0.673,33.9,120,25
PB,T,B,6,1p Y(II),8/24/16,pre,11:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1024,3139,0.673,33.9,120,25
PB,T,B,7,1p Y(II),8/24/16,pre,11:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,903,2739,0.67,33.7,120,25
PB,T,B,8,1p Y(II),8/24/16,pre,11:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,589,1809,0.674,33.9,120,25
PB,C,A,1,1p Y(II),8/24/16,na,11:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1285,3074,0.581,29.2,120,25
PB,C,A,2,1p Y(II),8/24/16,na,11:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,894,2561,0.65,32.7,120,25
PB,C,A,3,1p Y(II),8/24/16,na,11:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,929,2770,0.664,33.4,120,25
PB,C,A,4,1p Y(II),8/24/16,na,11:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1280,3142,0.592,29.8,120,25
PB,C,A,5,1p Y(II),8/24/16,na,11:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,966,3234,0.701,35.3,120,25
PB,C,A,6,1p Y(II),8/24/16,na,11:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1509,3151,0.521,26.2,120,25
PB,C,A,7,1p Y(II),8/24/16,na,11:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,883,2644,0.666,33.5,120,25
PB,C,A,8,1p Y(II),8/24/16,na,11:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,532,1934,0.724,36.4,120,25
