spp,t_c,block,sample,date,pre_post,time,F700_Lvl,F735_Lvl,CFR,concentration
BA,C,A,1,8/24/16,na,13:58:31,333,324,0.97,224
BA,C,A,1,8/26/16,na,13:50:26,182,240,1.32,447
BA,C,A,1,8/29/16,na,13:00:38,344,423,1.23,390
BA,C,A,1,8/31/16,na,11:52:04,238,294,1.24,396
BA,C,A,1,9/2/16,na,11:18:35,458,603,1.32,447
BA,C,B,1,8/24/16,na,14:12:46,181,214,1.18,357
BA,C,B,1,8/26/16,na,13:32:20,204,277,1.36,471
BA,C,B,1,8/29/16,na,13:08:48,342,414,1.21,377
BA,C,B,1,8/31/16,na,12:00:36,210,263,1.25,403
BA,C,B,1,9/2/16,na,11:26:29,361,493,1.37,479
BA,C,A,2,8/24/16,na,13:58:40,182,227,1.25,401
BA,C,A,2,8/26/16,na,13:50:41,160,227,1.42,511
BA,C,A,2,8/29/16,na,13:00:47,385,477,1.24,396
BA,C,A,2,8/31/16,na,11:52:12,156,225,1.44,523
BA,C,A,2,9/2/16,na,11:18:47,399,513,1.29,428
BA,C,B,2,8/24/16,na,14:12:55,227,271,1.2,370
BA,C,B,2,8/26/16,na,13:32:48,225,304,1.35,465
BA,C,B,2,8/29/16,na,13:08:58,353,399,1.13,326
BA,C,B,2,8/31/16,na,12:00:47,371,419,1.13,326
BA,C,B,2,9/2/16,na,11:26:37,418,518,1.24,396
BA,C,A,3,8/24/16,na,13:58:50,203,253,1.25,401
BA,C,A,3,8/26/16,na,13:50:52,160,223,1.4,498
BA,C,A,3,8/29/16,na,13:00:57,372,463,1.25,403
BA,C,A,3,8/31/16,na,11:52:20,159,225,1.42,511
BA,C,A,3,9/2/16,na,11:18:57,287,409,1.43,517
BA,C,B,3,8/24/16,na,14:13:11,162,226,1.4,496
BA,C,B,3,8/26/16,na,13:33:11,455,476,1.05,275
BA,C,B,3,8/29/16,na,13:09:10,493,555,1.13,326
BA,C,B,3,8/31/16,na,12:00:57,276,304,1.1,307
BA,C,B,3,9/2/16,na,11:26:45,391,495,1.27,415
BA,C,A,4,8/24/16,na,13:59:00,289,332,1.15,338
BA,C,A,4,8/26/16,na,13:51:04,278,322,1.16,345
BA,C,A,4,8/29/16,na,13:01:07,334,427,1.28,422
BA,C,A,4,8/31/16,na,11:52:32,285,341,1.2,371
BA,C,A,4,9/2/16,na,11:19:08,506,633,1.25,403
BA,C,B,4,8/24/16,na,14:13:20,179,221,1.24,395
BA,C,B,4,8/26/16,na,13:33:29,200,256,1.28,420
BA,C,B,4,8/29/16,na,13:09:20,440,493,1.12,320
BA,C,B,4,8/31/16,na,12:01:06,163,219,1.34,460
BA,C,B,4,9/2/16,na,11:26:53,409,510,1.25,403
BA,C,A,5,8/24/16,na,13:59:09,374,393,1.05,275
BA,C,A,5,8/26/16,na,13:51:14,184,246,1.34,460
BA,C,A,5,8/29/16,na,13:01:18,632,694,1.1,307
BA,C,A,5,8/31/16,na,11:52:41,258,316,1.23,390
BA,C,A,5,9/2/16,na,11:19:18,507,593,1.17,352
BA,C,B,5,8/24/16,na,14:13:32,212,240,1.14,332
BA,C,B,5,8/26/16,na,13:33:58,268,310,1.16,344
BA,C,B,5,8/29/16,na,13:09:31,252,329,1.31,441
BA,C,B,5,8/31/16,na,12:01:16,164,222,1.36,472
BA,C,B,5,9/2/16,na,11:27:02,352,469,1.33,453
BA,C,A,6,8/24/16,na,13:59:19,219,266,1.22,382
BA,C,A,6,8/26/16,na,13:51:25,177,232,1.31,441
BA,C,A,6,8/29/16,na,13:01:30,458,521,1.14,333
BA,C,A,6,8/31/16,na,11:52:52,246,229,0.93,199
BA,C,A,6,9/2/16,na,11:19:35,510,589,1.15,339
BA,C,B,6,8/24/16,na,14:13:46,391,409,1.05,275
BA,C,B,6,8/26/16,na,13:34:16,521,568,1.09,300
BA,C,B,6,8/29/16,na,13:09:41,611,653,1.07,288
BA,C,B,6,8/31/16,na,12:01:24,250,283,1.13,326
BA,C,B,6,9/2/16,na,11:27:12,602,658,1.09,301
BA,C,A,7,8/24/16,na,13:59:29,196,258,1.32,446
BA,C,A,7,8/26/16,na,13:51:36,164,225,1.37,479
BA,C,A,7,8/29/16,na,13:01:40,489,550,1.13,326
BA,C,A,7,8/31/16,na,11:53:02,169,233,1.38,485
BA,C,A,7,9/2/16,na,11:19:45,419,567,1.35,466
BA,C,B,7,8/24/16,na,14:13:57,211,223,1.06,281
BA,C,B,7,8/26/16,na,13:34:30,198,277,1.4,496
BA,C,B,7,8/29/16,na,13:09:51,243,319,1.32,447
BA,C,B,7,8/31/16,na,12:01:32,171,234,1.37,479
BA,C,B,7,9/2/16,na,11:27:21,397,526,1.33,453
BA,C,A,8,8/24/16,na,13:59:38,378,422,1.12,319
BA,C,A,8,8/26/16,na,13:51:50,262,312,1.19,364
BA,C,A,8,8/29/16,na,13:01:51,314,417,1.33,453
BA,C,A,8,8/31/16,na,11:53:11,325,359,1.11,314
BA,C,A,8,9/2/16,na,11:19:54,673,794,1.18,358
BA,C,B,8,8/24/16,na,14:14:06,199,260,1.31,439
BA,C,B,8,8/26/16,na,13:34:46,253,324,1.28,420
BA,C,B,8,8/29/16,na,13:10:05,319,397,1.25,403
BA,C,B,8,8/31/16,na,12:01:42,162,216,1.34,460
BA,C,B,8,9/2/16,na,11:27:29,479,571,1.19,364
BA,T,A,1,8/24/16,pre,10:37:00,152,204,1.35,465
BA,T,A,1,8/24/16,post,14:51:23,119,130,1.1,306
BA,T,A,1,8/26/16,pre,9:07:05,273,373,1.37,477
BA,T,A,1,8/26/16,post,13:53:14,247,366,1.48,549
BA,T,A,1,8/29/16,pre,10:09:33,372,548,1.47,542
BA,T,A,1,8/29/16,post,10:59:29,344,462,1.34,460
BA,T,A,1,8/31/16,pre,9:38:53,246,353,1.44,523
BA,T,A,1,8/31/16,post,13:48:17,638,809,1.27,415
BA,T,A,1,9/2/16,pre,8:30:12,544,683,1.26,409
BA,T,A,1,9/2/16,post,10:27:49,205,287,1.4,498
BA,T,B,1,8/24/16,pre,13:46:24,173,233,1.35,465
BA,T,B,1,8/24/16,post,15:20:24,269,416,1.55,592
BA,T,B,1,8/26/16,pre,8:53:48,251,328,1.31,439
BA,T,B,1,8/26/16,post,14:04:39,305,423,1.39,491
BA,T,B,1,8/29/16,pre,10:49:26,333,444,1.33,453
BA,T,B,1,8/29/16,post,12:37:16,393,539,1.37,479
BA,T,B,1,8/31/16,pre,9:51:35,232,317,1.37,479
BA,T,B,1,8/31/16,post,13:57:30,270,380,1.41,504
BA,T,B,1,9/2/16,pre,8:44:53,205,287,1.4,498
BA,T,B,1,9/2/16,post,11:33:15,407,573,1.41,504
BA,T,A,2,8/24/16,pre,10:37:12,219,221,1.01,249
BA,T,A,2,8/24/16,post,14:51:33,443,453,1.02,255
BA,T,A,2,8/26/16,pre,9:07:20,332,402,1.21,376
BA,T,A,2,8/26/16,post,13:53:27,200,299,1.5,561
BA,T,A,2,8/29/16,pre,10:09:47,348,481,1.38,485
BA,T,A,2,8/29/16,post,10:59:38,283,407,1.44,523
BA,T,A,2,8/31/16,pre,9:39:04,268,369,1.38,485
BA,T,A,2,8/31/16,post,13:48:29,378,514,1.36,472
BA,T,A,2,9/2/16,pre,8:30:26,482,604,1.25,403
BA,T,A,2,9/2/16,post,10:28:01,164,199,1.22,384
BA,T,B,2,8/24/16,pre,13:46:33,9,9,1.06,281
BA,T,B,2,8/24/16,post,15:20:34,402,495,1.23,389
BA,T,B,2,8/26/16,pre,8:54:16,353,462,1.31,439
BA,T,B,2,8/26/16,post,14:05:10,221,347,1.57,606
BA,T,B,2,8/29/16,pre,10:49:40,456,550,1.21,377
BA,T,B,2,8/29/16,post,12:37:28,609,736,1.21,377
BA,T,B,2,8/31/16,pre,9:51:47,328,405,1.24,396
BA,T,B,2,8/31/16,post,13:57:43,332,428,1.29,428
BA,T,B,2,9/2/16,pre,8:45:03,261,351,1.35,466
BA,T,B,2,9/2/16,post,11:33:27,574,671,1.17,352
BA,T,A,3,8/24/16,pre,10:37:33,164,226,1.38,484
BA,T,A,3,8/24/16,post,14:51:47,495,510,1.03,262
BA,T,A,3,8/26/16,pre,9:07:37,256,349,1.37,477
BA,T,A,3,8/26/16,post,13:53:53,214,319,1.49,555
BA,T,A,3,8/29/16,pre,10:09:59,424,560,1.32,447
BA,T,A,3,8/29/16,post,10:59:48,509,601,1.18,358
BA,T,A,3,8/31/16,pre,9:39:18,219,308,1.41,504
BA,T,A,3,8/31/16,post,13:48:40,469,624,1.33,453
BA,T,A,3,9/2/16,pre,8:30:39,488,586,1.2,371
BA,T,A,3,9/2/16,post,10:28:15,184,259,1.41,504
BA,T,B,3,8/24/16,pre,13:46:42,175,244,1.4,496
BA,T,B,3,8/24/16,post,15:20:44,219,354,1.62,636
BA,T,B,3,8/26/16,pre,8:54:37,664,693,1.04,268
BA,T,B,3,8/26/16,post,14:05:26,1003,1101,1.1,307
BA,T,B,3,8/29/16,pre,10:49:51,587,632,1.08,295
BA,T,B,3,8/29/16,post,12:37:39,475,647,1.36,472
BA,T,B,3,8/31/16,pre,9:51:58,257,318,1.24,396
BA,T,B,3,8/31/16,post,13:57:52,337,432,1.28,422
BA,T,B,3,9/2/16,pre,8:45:13,190,260,1.37,479
BA,T,B,3,9/2/16,post,11:33:38,380,533,1.41,504
BA,T,A,4,8/24/16,pre,10:37:45,267,300,1.13,325
BA,T,A,4,8/24/16,post,14:51:56,206,304,1.48,547
BA,T,A,4,8/26/16,pre,9:07:53,673,682,1.01,249
BA,T,A,4,8/26/16,post,13:54:08,200,257,1.29,428
BA,T,A,4,8/29/16,pre,10:10:10,597,721,1.21,377
BA,T,A,4,8/29/16,post,10:59:57,411,526,1.28,422
BA,T,A,4,8/31/16,pre,9:39:30,324,407,1.26,409
BA,T,A,4,8/31/16,post,13:49:06,566,730,1.29,428
BA,T,A,4,9/2/16,pre,8:30:51,793,918,1.16,345
BA,T,A,4,9/2/16,post,10:28:32,371,413,1.11,314
BA,T,B,4,8/24/16,pre,13:46:54,235,304,1.29,427
BA,T,B,4,8/24/16,post,15:20:54,277,430,1.56,598
BA,T,B,4,8/26/16,pre,8:55:02,363,471,1.3,433
BA,T,B,4,8/26/16,post,14:05:40,537,694,1.29,428
BA,T,B,4,8/29/16,pre,10:50:07,473,601,1.27,415
BA,T,B,4,8/29/16,post,12:37:50,379,511,1.35,466
BA,T,B,4,8/31/16,pre,9:52:10,293,340,1.16,345
BA,T,B,4,8/31/16,post,13:58:02,245,336,1.37,479
BA,T,B,4,9/2/16,pre,8:45:33,299,336,1.13,326
BA,T,B,4,9/2/16,post,11:33:49,153,193,1.27,415
BA,T,A,5,8/24/16,pre,10:38:03,164,231,1.41,503
BA,T,A,5,8/24/16,post,14:52:06,251,368,1.47,541
BA,T,A,5,8/26/16,pre,9:08:11,271,343,1.27,414
BA,T,A,5,8/26/16,post,13:54:22,215,270,1.26,409
BA,T,A,5,8/29/16,pre,10:10:29,504,677,1.34,460
BA,T,A,5,8/29/16,post,11:00:12,727,736,1.01,250
BA,T,A,5,8/31/16,pre,9:39:47,296,397,1.34,460
BA,T,A,5,8/31/16,post,13:49:19,533,706,1.33,453
BA,T,A,5,9/2/16,pre,8:31:05,690,780,1.13,326
BA,T,A,5,9/2/16,post,10:28:46,272,341,1.25,403
BA,T,B,5,8/24/16,pre,13:47:03,407,433,1.06,281
BA,T,B,5,8/24/16,post,15:21:05,581,612,1.06,281
BA,T,B,5,8/26/16,pre,8:55:19,434,561,1.29,427
BA,T,B,5,8/26/16,post,14:05:53,489,656,1.34,460
BA,T,B,5,8/29/16,pre,10:50:17,333,450,1.35,466
BA,T,B,5,8/29/16,post,12:38:01,430,591,1.38,485
BA,T,B,5,8/31/16,pre,9:52:21,171,221,1.3,434
BA,T,B,5,8/31/16,post,13:58:15,314,440,1.4,498
BA,T,B,5,9/2/16,pre,8:45:57,209,276,1.32,447
BA,T,B,5,9/2/16,post,11:34:00,449,608,1.35,466
BA,T,A,6,8/24/16,pre,10:38:14,271,292,1.08,294
BA,T,A,6,8/24/16,post,14:52:15,337,414,1.23,389
BA,T,A,6,8/26/16,pre,9:08:29,227,312,1.38,484
BA,T,A,6,8/26/16,post,13:54:34,339,448,1.32,447
BA,T,A,6,8/29/16,pre,10:10:50,396,500,1.26,409
BA,T,A,6,8/29/16,post,11:00:23,266,383,1.44,523
BA,T,A,6,8/31/16,pre,9:40:04,216,302,1.4,498
BA,T,A,6,8/31/16,post,13:49:29,486,650,1.34,460
BA,T,A,6,9/2/16,pre,8:31:17,770,828,1.08,295
BA,T,A,6,9/2/16,post,10:28:58,152,220,1.45,530
BA,T,B,6,8/24/16,pre,13:47:15,252,287,1.14,332
BA,T,B,6,8/24/16,post,15:21:14,275,347,1.26,408
BA,T,B,6,8/26/16,pre,8:55:38,247,384,1.56,598
BA,T,B,6,8/26/16,post,14:06:07,362,529,1.46,536
BA,T,B,6,8/29/16,pre,10:50:26,457,568,1.24,396
BA,T,B,6,8/29/16,post,12:38:11,364,514,1.41,504
BA,T,B,6,8/31/16,pre,9:52:34,203,274,1.35,466
BA,T,B,6,8/31/16,post,13:58:27,247,323,1.31,441
BA,T,B,6,9/2/16,pre,8:46:21,340,399,1.18,358
BA,T,B,6,9/2/16,post,11:34:11,417,575,1.38,485
BA,T,A,7,8/24/16,pre,10:38:25,258,284,1.1,306
BA,T,A,7,8/24/16,post,14:52:26,447,493,1.1,306
BA,T,A,7,8/26/16,pre,9:08:44,336,452,1.35,465
BA,T,A,7,8/26/16,post,13:54:47,519,642,1.24,396
BA,T,A,7,8/29/16,pre,10:11:03,367,448,1.22,384
BA,T,A,7,8/29/16,post,11:00:35,299,403,1.35,466
BA,T,A,7,8/31/16,pre,9:40:16,296,378,1.28,422
BA,T,A,7,8/31/16,post,13:49:39,415,538,1.3,434
BA,T,A,7,9/2/16,pre,8:31:27,450,575,1.28,422
BA,T,A,7,9/2/16,post,10:29:09,205,270,1.32,447
BA,T,B,7,8/24/16,pre,13:47:25,154,202,1.31,439
BA,T,B,7,8/24/16,post,15:21:25,225,350,1.56,598
BA,T,B,7,8/26/16,pre,8:55:54,340,483,1.42,509
BA,T,B,7,8/26/16,post,14:06:21,335,438,1.31,441
BA,T,B,7,8/29/16,pre,10:50:36,477,583,1.22,384
BA,T,B,7,8/29/16,post,12:38:23,386,556,1.44,523
BA,T,B,7,8/31/16,pre,9:52:45,184,262,1.42,511
BA,T,B,7,8/31/16,post,13:58:37,219,302,1.38,485
BA,T,B,7,9/2/16,pre,8:46:33,354,393,1.11,314
BA,T,B,7,9/2/16,post,11:34:23,474,639,1.35,466
BA,T,A,8,8/24/16,pre,10:38:34,171,232,1.36,471
BA,T,A,8,8/24/16,post,14:52:37,463,527,1.14,332
BA,T,A,8,8/26/16,pre,9:09:06,301,371,1.23,389
BA,T,A,8,8/26/16,post,13:55:04,248,365,1.47,542
BA,T,A,8,8/29/16,pre,10:11:14,666,767,1.15,339
BA,T,A,8,8/29/16,post,11:00:46,611,751,1.23,390
BA,T,A,8,8/31/16,pre,9:40:28,378,470,1.24,396
BA,T,A,8,8/31/16,post,13:49:49,612,769,1.26,409
BA,T,A,8,9/2/16,pre,8:31:36,691,854,1.24,396
BA,T,A,8,9/2/16,post,10:29:19,314,405,1.29,428
BA,T,B,8,8/24/16,pre,13:47:35,352,387,1.1,306
BA,T,B,8,8/24/16,post,15:21:35,517,648,1.26,408
BA,T,B,8,8/26/16,pre,8:56:13,462,578,1.25,401
BA,T,B,8,8/26/16,post,14:06:41,624,759,1.22,384
BA,T,B,8,8/29/16,pre,10:50:46,510,609,1.19,364
BA,T,B,8,8/29/16,post,12:38:33,532,652,1.23,390
BA,T,B,8,8/31/16,pre,9:52:54,188,253,1.35,466
BA,T,B,8,8/31/16,post,13:58:47,382,482,1.26,409
BA,T,B,8,9/2/16,pre,8:46:45,299,375,1.26,409
BA,T,B,8,9/2/16,post,11:34:36,490,640,1.31,441
DW,C,A,1,8/24/16,na,14:16:25,426,438,1.03,262
DW,C,A,1,8/26/16,na,13:26:05,163,252,1.55,592
DW,C,A,1,8/29/16,na,13:12:13,808,826,1.02,257
DW,C,A,1,8/31/16,na,12:03:37,339,366,1.08,295
DW,C,A,1,9/2/16,na,11:29:16,710,729,1.03,263
DW,C,B,1,8/24/16,na,14:08:52,333,375,1.13,325
DW,C,B,1,8/26/16,na,13:38:07,193,266,1.38,484
DW,C,B,1,8/29/16,na,13:05:40,862,932,1.08,295
DW,C,B,1,8/31/16,na,11:57:36,349,357,1.03,263
DW,C,B,1,9/2/16,na,11:23:46,534,636,1.19,364
