spp,t_c,block,sample,type,date,time,Mod Int,Det Gain,Sat Flash Int,Sat PW,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Actinic Mode,Actinic Dur,Ke,Kq,PAR Corr,F',Fm',yield,ETR,PAR,Temp
SO,C,A,8,1p Y(II),9/26/16,8:30,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1403,2921,0.519,26.1,120,25
SO,C,A,1,1p Y(II),9/28/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,534,724,0.262,13.2,120,25
SO,C,A,2,1p Y(II),9/28/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1014,1512,0.329,16.5,120,25
SO,C,A,3,1p Y(II),9/28/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,954,1182,0.192,9.6,120,25
SO,C,A,4,1p Y(II),9/28/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,567,822,0.31,15.6,120,25
SO,C,A,5,1p Y(II),9/28/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1488,2501,0.405,20.4,120,25
SO,C,A,6,1p Y(II),9/28/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,832,1818,0.542,27.3,120,25
SO,C,A,7,1p Y(II),9/28/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,984,1407,0.3,15.1,120,25
SO,C,A,8,1p Y(II),9/28/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1021,1573,0.35,17.6,120,25
SO,C,A,1,1p Y(II),9/30/16,9:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1759,2566,0.314,15.8,120,25
SO,C,A,2,1p Y(II),9/30/16,9:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2549,3563,0.284,14.3,120,25
SO,C,A,3,1p Y(II),9/30/16,9:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2323,3225,0.279,14,120,25
SO,C,A,4,1p Y(II),9/30/16,9:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2254,3056,0.262,13.2,120,25
SO,C,A,5,1p Y(II),9/30/16,9:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2080,3564,0.416,20.9,120,25
SO,C,A,6,1p Y(II),9/30/16,9:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1327,2227,0.404,20.3,120,25
SO,C,A,7,1p Y(II),9/30/16,9:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2279,2808,0.188,9.4,120,25
SO,C,A,8,1p Y(II),9/30/16,9:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1784,2826,0.368,18.5,120,25
SO,C,B,1,1p Y(II),9/21/16,9:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,471,934,0.495,24.9,120,25
SO,C,B,2,1p Y(II),9/21/16,9:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,90,165,0.454,22.8,120,25
SO,C,B,3,1p Y(II),9/21/16,9:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,600,1696,0.646,32.5,120,25
SO,C,B,4,1p Y(II),9/21/16,9:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,336,458,0.266,13.4,120,25
SO,C,B,5,1p Y(II),9/21/16,9:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,775,1141,0.32,16.1,120,25
SO,C,B,6,1p Y(II),9/21/16,9:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,263,516,0.49,24.6,120,25
SO,C,B,7,1p Y(II),9/21/16,9:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,140,281,0.501,25.2,120,25
SO,C,B,8,1p Y(II),9/21/16,9:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,268,565,0.525,26.4,120,25
SO,C,B,1,1p Y(II),9/23/16,9:42,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,404,552,0.268,13.5,120,25
SO,C,B,2,1p Y(II),9/23/16,9:42,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,871,1216,0.283,14.2,120,25
SO,C,B,3,1p Y(II),9/23/16,9:43,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,711,1453,0.51,25.7,120,25
SO,C,B,4,1p Y(II),9/23/16,9:43,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1379,1958,0.295,14.8,120,25
SO,C,B,5,1p Y(II),9/23/16,9:43,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1744,2630,0.336,16.9,120,25
SO,C,B,6,1p Y(II),9/23/16,9:43,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,751,1178,0.362,18.2,120,25
SO,C,B,7,1p Y(II),9/23/16,9:43,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1079,1199,0.1,5,120,25
SO,C,B,8,1p Y(II),9/23/16,9:43,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1702,2345,0.274,13.8,120,25
SO,C,B,1,1p Y(II),9/26/16,8:35,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1287,1976,0.348,17.5,120,25
SO,C,B,2,1p Y(II),9/26/16,8:35,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1140,1543,0.261,13.1,120,25
SO,C,B,3,1p Y(II),9/26/16,8:35,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1146,3199,0.641,32.3,120,25
SO,C,B,4,1p Y(II),9/26/16,8:35,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,549,709,0.225,11.3,120,25
SO,C,B,5,1p Y(II),9/26/16,8:35,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,972,1616,0.398,20,120,25
SO,C,B,6,1p Y(II),9/26/16,8:35,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,702,1274,0.448,22.5,120,25
SO,C,B,7,1p Y(II),9/26/16,8:35,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1829,2278,0.197,9.9,120,25
SO,C,B,8,1p Y(II),9/26/16,8:35,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1660,2399,0.308,15.5,120,25
SO,C,B,1,1p Y(II),9/28/16,12:13,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,986,1658,0.405,20.4,120,25
SO,C,B,2,1p Y(II),9/28/16,12:13,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1383,1953,0.291,14.6,120,25
SO,C,B,3,1p Y(II),9/28/16,12:14,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,940,1739,0.459,23.1,120,25
SO,C,B,4,1p Y(II),9/28/16,12:14,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,304,400,0.24,12,120,25
SO,C,B,5,1p Y(II),9/28/16,12:14,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1154,1653,0.301,15.1,120,25
SO,C,B,6,1p Y(II),9/28/16,12:14,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,971,1519,0.36,18.1,120,25
SO,C,B,7,1p Y(II),9/28/16,12:14,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,813,1011,0.195,9.8,120,25
SO,C,B,8,1p Y(II),9/28/16,12:14,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1448,1952,0.258,12.9,120,25
SO,C,B,1,1p Y(II),9/30/16,9:05,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1283,2202,0.417,21,120,25
SO,C,B,2,1p Y(II),9/30/16,9:05,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1962,3053,0.357,17.9,120,25
SO,C,B,3,1p Y(II),9/30/16,9:05,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1142,2261,0.494,24.8,120,25
SO,C,B,4,1p Y(II),9/30/16,9:05,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1593,2092,0.238,11.9,120,25
SO,C,B,5,1p Y(II),9/30/16,9:05,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1546,2834,0.454,22.8,120,25
SO,C,B,6,1p Y(II),9/30/16,9:06,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1636,2903,0.436,21.9,120,25
SO,C,B,7,1p Y(II),9/30/16,9:06,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1527,1880,0.187,9.4,120,25
SO,C,B,8,1p Y(II),9/30/16,9:06,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,2369,3294,0.28,14.1,120,25
LE,T,A,1,1p Y(II),9/21/16,8:52,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,180,596,0.697,35.1,120,25
LE,T,A,2,1p Y(II),9/21/16,8:52,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,462,1320,0.65,32.7,120,25
LE,T,A,3,1p Y(II),9/21/16,8:52,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,123,391,0.685,34.5,120,25
LE,T,A,4,1p Y(II),9/21/16,8:53,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,166,493,0.663,33.4,120,25
LE,T,A,5,1p Y(II),9/21/16,8:53,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,284,881,0.677,34.1,120,25
LE,T,A,6,1p Y(II),9/21/16,8:53,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,736,2232,0.67,33.7,120,25
LE,T,A,7,1p Y(II),9/21/16,8:53,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,412,1044,0.605,30.4,120,25
LE,T,A,8,1p Y(II),9/21/16,8:53,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,839,2797,0.7,35.2,120,25
LE,T,A,1,1p Y(II),9/21/16,9:52,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,222,675,0.671,33.8,120,25
LE,T,A,2,1p Y(II),9/21/16,9:52,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,143,392,0.635,32,120,25
LE,T,A,3,1p Y(II),9/21/16,9:52,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,267,826,0.676,34,120,25
LE,T,A,4,1p Y(II),9/21/16,9:52,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,304,900,0.662,33.3,120,25
LE,T,A,5,1p Y(II),9/21/16,9:53,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,150,480,0.687,34.6,120,25
LE,T,A,6,1p Y(II),9/21/16,9:53,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,150,441,0.659,33.2,120,25
LE,T,A,7,1p Y(II),9/21/16,9:53,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,521,1372,0.62,31.2,120,25
LE,T,A,8,1p Y(II),9/21/16,9:53,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,161,568,0.716,36,120,25
LE,T,A,1,1p Y(II),9/23/16,9:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,561,1686,0.667,33.6,120,25
LE,T,A,2,1p Y(II),9/23/16,9:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1485,3496,0.575,28.9,120,25
LE,T,A,3,1p Y(II),9/23/16,9:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,326,1004,0.675,34,120,25
LE,T,A,4,1p Y(II),9/23/16,9:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,403,1216,0.668,33.6,120,25
LE,T,A,5,1p Y(II),9/23/16,9:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,222,666,0.666,33.5,120,25
LE,T,A,6,1p Y(II),9/23/16,9:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,524,1649,0.682,34.3,120,25
LE,T,A,7,1p Y(II),9/23/16,9:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1272,3443,0.63,31.7,120,25
LE,T,A,8,1p Y(II),9/23/16,9:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,570,1926,0.704,35.4,120,25
LE,T,A,1,1p Y(II),9/23/16,9:57,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,567,1795,0.684,34.4,120,25
LE,T,A,2,1p Y(II),9/23/16,9:57,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,927,2210,0.58,29.2,120,25
LE,T,A,3,1p Y(II),9/23/16,9:57,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,516,1518,0.66,33.2,120,25
LE,T,A,4,1p Y(II),9/23/16,9:58,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,328,931,0.647,32.6,120,25
LE,T,A,5,1p Y(II),9/23/16,9:58,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,441,1355,0.674,33.9,120,25
LE,T,A,6,1p Y(II),9/23/16,9:58,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,444,1253,0.645,32.5,120,25
LE,T,A,7,1p Y(II),9/23/16,9:58,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,699,2073,0.662,33.3,120,25
LE,T,A,8,1p Y(II),9/23/16,9:58,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,931,2685,0.653,32.9,120,25
LE,T,A,1,1p Y(II),9/26/16,8:36,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,419,1504,0.721,36.3,120,25
LE,T,A,2,1p Y(II),9/26/16,8:36,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,404,1205,0.664,33.4,120,25
LE,T,A,3,1p Y(II),9/26/16,8:36,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,702,2212,0.682,34.3,120,25
LE,T,A,4,1p Y(II),9/26/16,8:36,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,489,1469,0.667,33.6,120,25
LE,T,A,5,1p Y(II),9/26/16,8:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,518,1571,0.67,33.7,120,25
LE,T,A,6,1p Y(II),9/26/16,8:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1097,3290,0.666,33.5,120,25
LE,T,A,7,1p Y(II),9/26/16,8:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,447,1365,0.672,33.8,120,25
LE,T,A,8,1p Y(II),9/26/16,8:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,693,2071,0.665,33.5,120,25
LE,T,A,1,1p Y(II),9/26/16,9:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,164,573,0.713,35.9,120,25
LE,T,A,2,1p Y(II),9/26/16,9:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,908,2795,0.675,34,120,25
LE,T,A,3,1p Y(II),9/26/16,9:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,214,683,0.686,34.5,120,25
LE,T,A,4,1p Y(II),9/26/16,9:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,860,2637,0.673,33.9,120,25
LE,T,A,5,1p Y(II),9/26/16,9:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,860,2637,0.673,33.9,120,25
LE,T,A,6,1p Y(II),9/26/16,9:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,889,2700,0.67,33.7,120,25
LE,T,A,7,1p Y(II),9/26/16,9:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,514,1622,0.683,34.4,120,25
LE,T,A,8,1p Y(II),9/26/16,9:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,288,992,0.709,35.7,120,25
LE,T,A,1,1p Y(II),9/28/16,9:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,493,1764,0.72,36.2,120,25
LE,T,A,2,1p Y(II),9/28/16,9:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,864,2894,0.701,35.3,120,25
LE,T,A,3,1p Y(II),9/28/16,9:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1019,3425,0.702,35.3,120,25
LE,T,A,4,1p Y(II),9/28/16,9:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,358,1187,0.698,35.1,120,25
LE,T,A,5,1p Y(II),9/28/16,9:23,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,888,2859,0.689,34.7,120,25
LE,T,A,6,1p Y(II),9/28/16,9:23,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,112,331,0.661,33.3,120,25
LE,T,A,7,1p Y(II),9/28/16,9:23,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,240,748,0.679,34.2,120,25
LE,T,A,8,1p Y(II),9/28/16,9:24,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,458,1545,0.703,35.4,120,25
LE,T,A,1,1p Y(II),9/28/16,9:54,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,926,1458,0.364,18.3,120,25
LE,T,A,2,1p Y(II),9/28/16,9:54,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,930,1465,0.365,18.3,120,25
LE,T,A,3,1p Y(II),9/28/16,9:54,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,625,753,0.169,8.5,120,25
LE,T,A,4,1p Y(II),9/28/16,9:54,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,633,2164,0.707,35.6,120,25
LE,T,A,5,1p Y(II),9/28/16,9:55,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,984,1615,0.39,19.6,120,25
LE,T,A,6,1p Y(II),9/28/16,9:55,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1531,2962,0.483,24.3,120,25
LE,T,A,7,1p Y(II),9/28/16,9:55,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1558,2729,0.429,21.6,120,25
LE,T,A,8,1p Y(II),9/28/16,9:55,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1188,1807,0.342,17.2,120,25
SO,T,A,1,1p Y(II),9/28/16,10:08,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,153,526,0.709,35.7,120,25
SO,T,A,2,1p Y(II),9/28/16,10:08,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,216,735,0.706,35.5,120,25
SO,T,A,3,1p Y(II),9/28/16,10:08,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,172,593,0.709,35.7,120,25
SO,T,A,4,1p Y(II),9/28/16,10:09,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,424,1420,0.701,35.3,120,25
SO,T,A,5,1p Y(II),9/28/16,10:10,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,602,1994,0.698,35.1,120,25
SO,T,A,6,1p Y(II),9/28/16,10:10,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,954,2910,0.672,33.8,120,25
SO,T,A,7,1p Y(II),9/28/16,10:10,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,533,1762,0.697,35.1,120,25
SO,T,A,8,1p Y(II),9/28/16,10:11,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,530,1805,0.706,35.5,120,25
LE,T,A,1,1p Y(II),9/30/16,8:16,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,813,2877,0.717,36.1,120,25
LE,T,A,2,1p Y(II),9/30/16,8:16,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1122,3540,0.683,34.4,120,25
LE,T,A,3,1p Y(II),9/30/16,8:16,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1063,3430,0.69,34.7,120,25
LE,T,A,4,1p Y(II),9/30/16,8:16,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,146,499,0.707,35.6,120,25
LE,T,A,5,1p Y(II),9/30/16,8:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1002,3525,0.715,36,120,25
LE,T,A,6,1p Y(II),9/30/16,8:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,134,396,0.661,33.3,120,25
LE,T,A,7,1p Y(II),9/30/16,8:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,716,2588,0.723,36.4,120,25
LE,T,A,8,1p Y(II),9/30/16,8:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,429,1545,0.722,36.3,120,25
LE,T,A,1,1p Y(II),9/30/16,9:20,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,346,1253,0.723,36.4,120,25
LE,T,A,2,1p Y(II),9/30/16,9:20,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,994,2951,0.663,33.4,120,25
LE,T,A,3,1p Y(II),9/30/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1142,3450,0.668,33.6,120,25
LE,T,A,4,1p Y(II),9/30/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,353,1116,0.683,34.4,120,25
LE,T,A,5,1p Y(II),9/30/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,368,1186,0.689,34.7,120,25
LE,T,A,6,1p Y(II),9/30/16,9:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,160,437,0.633,31.8,120,25
LE,T,A,7,1p Y(II),9/30/16,9:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1116,3145,0.645,32.5,120,25
LE,T,A,8,1p Y(II),9/30/16,9:23,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,769,1967,0.609,30.6,120,25
LE,T,B,1,1p Y(II),9/21/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,881,3123,0.717,36.1,120,25
LE,T,B,2,1p Y(II),9/21/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1323,3380,0.608,30.6,120,25
LE,T,B,3,1p Y(II),9/21/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,657,1448,0.546,27.5,120,25
LE,T,B,4,1p Y(II),9/21/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,159,461,0.655,33,120,25
LE,T,B,5,1p Y(II),9/21/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,404,1369,0.704,35.4,120,25
LE,T,B,6,1p Y(II),9/21/16,9:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,493,1446,0.659,33.2,120,25
LE,T,B,7,1p Y(II),9/21/16,9:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,383,1036,0.63,31.7,120,25
LE,T,B,8,1p Y(II),9/21/16,9:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,894,1902,0.529,26.6,120,25
LE,T,B,1,1p Y(II),9/21/16,10:12,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,247,722,0.657,33.1,120,25
LE,T,B,2,1p Y(II),9/21/16,10:13,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,399,966,0.586,29.5,120,25
LE,T,B,3,1p Y(II),9/21/16,10:13,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1169,3252,0.64,32.2,120,25
LE,T,B,4,1p Y(II),9/21/16,10:13,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,387,1162,0.666,33.5,120,25
LE,T,B,5,1p Y(II),9/21/16,10:13,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1116,3327,0.664,33.4,120,25
LE,T,B,6,1p Y(II),9/21/16,10:13,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1066,2993,0.643,32.4,120,25
LE,T,B,7,1p Y(II),9/21/16,10:14,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,300,814,0.631,31.8,120,25
LE,T,B,8,1p Y(II),9/21/16,10:15,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,150,332,0.548,27.6,120,25
LE,T,B,1,1p Y(II),9/23/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,771,2550,0.697,35.1,120,25
LE,T,B,2,1p Y(II),9/23/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1095,3097,0.646,32.5,120,25
LE,T,B,3,1p Y(II),9/23/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,924,2816,0.671,33.8,120,25
LE,T,B,4,1p Y(II),9/23/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,828,2394,0.654,32.9,120,25
LE,T,B,5,1p Y(II),9/23/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1035,3599,0.712,35.8,120,25
LE,T,B,6,1p Y(II),9/23/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,937,2855,0.671,33.8,120,25
LE,T,B,7,1p Y(II),9/23/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,441,1244,0.645,32.5,120,25
LE,T,B,8,1p Y(II),9/23/16,9:05,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,618,1379,0.551,27.7,120,25
LE,T,B,1,1p Y(II),9/23/16,12:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,388,1310,0.703,35.4,120,25
LE,T,B,2,1p Y(II),9/23/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,263,781,0.663,33.4,120,25
LE,T,B,3,1p Y(II),9/23/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,967,2239,0.568,28.6,120,25
LE,T,B,4,1p Y(II),9/23/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,213,599,0.644,32.4,120,25
LE,T,B,5,1p Y(II),9/23/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,703,2352,0.701,35.3,120,25
LE,T,B,6,1p Y(II),9/23/16,12:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,947,2769,0.657,33.1,120,25
LE,T,B,7,1p Y(II),9/23/16,12:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,189,515,0.633,31.8,120,25
LE,T,B,8,1p Y(II),9/23/16,12:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1081,2463,0.561,28.2,120,25
LE,T,B,1,1p Y(II),9/26/16,8:16,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,372,1271,0.707,35.6,120,25
LE,T,B,2,1p Y(II),9/26/16,8:16,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,770,2638,0.708,35.6,120,25
LE,T,B,3,1p Y(II),9/26/16,8:16,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,256,758,0.662,33.3,120,25
