spp,t_c,block,sample,type,date,time,Mod Int,Det Gain,Sat Flash Int,Sat PW,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Actinic Mode,Actinic Dur,Ke,Kq,PAR Corr,F',Fm',yield,ETR,PAR,Temp
LE,T,B,4,1p Y(II),9/26/16,8:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,816,2804,0.708,35.6,120,25
LE,T,B,5,1p Y(II),9/26/16,8:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,956,3571,0.732,36.8,120,25
LE,T,B,6,1p Y(II),9/26/16,8:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,544,1933,0.718,36.1,120,25
LE,T,B,7,1p Y(II),9/26/16,8:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,697,2495,0.72,36.2,120,25
LE,T,B,8,1p Y(II),9/26/16,8:18,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,227,578,0.607,30.5,120,25
LE,T,B,1,1p Y(II),9/26/16,10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,747,2453,0.695,35,120,25
LE,T,B,2,1p Y(II),9/26/16,10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,820,2451,0.665,33.5,120,25
LE,T,B,3,1p Y(II),9/26/16,10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,497,1261,0.605,30.4,120,25
LE,T,B,4,1p Y(II),9/26/16,10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,953,2683,0.644,32.4,120,25
LE,T,B,5,1p Y(II),9/26/16,10:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1050,3083,0.659,33.2,120,25
LE,T,B,6,1p Y(II),9/26/16,10:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,651,2045,0.681,34.3,120,25
LE,T,B,7,1p Y(II),9/26/16,10:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,673,2041,0.67,33.7,120,25
LE,T,B,8,1p Y(II),9/26/16,10:01,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1462,3285,0.554,27.9,120,25
LE,T,B,1,1p Y(II),9/28/16,10:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,299,916,0.673,33.9,120,25
LE,T,B,2,1p Y(II),9/28/16,10:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,725,2475,0.707,35.6,120,25
LE,T,B,3,1p Y(II),9/28/16,10:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1102,3462,0.681,34.3,120,25
LE,T,B,4,1p Y(II),9/28/16,10:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,455,1459,0.688,34.6,120,25
LE,T,B,5,1p Y(II),9/28/16,10:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,507,1736,0.707,35.6,120,25
LE,T,B,6,1p Y(II),9/28/16,10:02,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1084,3441,0.684,34.4,120,25
LE,T,B,7,1p Y(II),9/28/16,10:03,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,254,821,0.69,34.7,120,25
LE,T,B,8,1p Y(II),9/28/16,10:03,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,347,981,0.646,32.5,120,25
LE,T,B,1,1p Y(II),9/28/16,12:10,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,529,1788,0.704,35.4,120,25
LE,T,B,2,1p Y(II),9/28/16,12:11,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,789,2559,0.691,34.8,120,25
LE,T,B,3,1p Y(II),9/28/16,12:11,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,888,2691,0.67,33.7,120,25
LE,T,B,4,1p Y(II),9/28/16,12:11,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,141,404,0.65,32.7,120,25
LE,T,B,5,1p Y(II),9/28/16,12:11,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,686,2205,0.688,34.6,120,25
LE,T,B,6,1p Y(II),9/28/16,12:11,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1168,3288,0.644,32.4,120,25
LE,T,B,7,1p Y(II),9/28/16,12:11,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,194,553,0.649,32.7,120,25
LE,T,B,8,1p Y(II),9/28/16,12:11,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,745,1695,0.56,28.2,120,25
LE,T,B,1,1p Y(II),9/30/16,8:43,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,179,611,0.707,35.6,120,25
LE,T,B,2,1p Y(II),9/30/16,8:44,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,234,623,0.624,31.4,120,25
LE,T,B,3,1p Y(II),9/30/16,8:44,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,326,827,0.605,30.4,120,25
LE,T,B,4,1p Y(II),9/30/16,8:44,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,313,936,0.665,33.5,120,25
LE,T,B,5,1p Y(II),9/30/16,8:44,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,286,942,0.696,35,120,25
LE,T,B,6,1p Y(II),9/30/16,8:44,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,583,1796,0.675,34,120,25
LE,T,B,7,1p Y(II),9/30/16,8:44,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,616,2105,0.707,35.6,120,25
LE,T,B,8,1p Y(II),9/30/16,8:45,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,517,1273,0.593,29.8,120,25
LE,T,B,1,1p Y(II),9/30/16,9:43,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,128,349,0.633,31.8,120,25
LE,T,B,2,1p Y(II),9/30/16,9:43,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,754,2285,0.67,33.7,120,25
LE,T,B,3,1p Y(II),9/30/16,9:44,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,450,1233,0.635,32,120,25
LE,T,B,4,1p Y(II),9/30/16,9:44,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1056,2880,0.633,31.8,120,25
LE,T,B,5,1p Y(II),9/30/16,9:44,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,980,2950,0.667,33.6,120,25
LE,T,B,6,1p Y(II),9/30/16,9:44,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,385,1258,0.693,34.9,120,25
LE,T,B,7,1p Y(II),9/30/16,9:44,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,849,2602,0.673,33.9,120,25
LE,T,B,8,1p Y(II),9/30/16,9:45,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1108,2550,0.565,28.4,120,25
LE,C,A,1,1p Y(II),9/21/16,9:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,230,676,0.659,33.2,120,25
LE,C,A,2,1p Y(II),9/21/16,9:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,559,1716,0.674,33.9,120,25
LE,C,A,3,1p Y(II),9/21/16,9:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,841,2257,0.627,31.5,120,25
LE,C,A,4,1p Y(II),9/21/16,9:23,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1016,3037,0.665,33.5,120,25
LE,C,A,5,1p Y(II),9/21/16,9:23,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,371,1210,0.693,34.9,120,25
LE,C,A,6,1p Y(II),9/21/16,9:23,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,913,2559,0.643,32.4,120,25
LE,C,A,7,1p Y(II),9/21/16,9:23,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,137,400,0.657,33.1,120,25
LE,C,A,8,1p Y(II),9/21/16,9:23,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,875,2550,0.656,33,120,25
LE,C,A,1,1p Y(II),9/23/16,9:36,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,413,1375,0.699,35.2,120,25
LE,C,A,2,1p Y(II),9/23/16,9:36,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,581,1641,0.645,32.5,120,25
LE,C,A,3,1p Y(II),9/23/16,9:36,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,446,1281,0.651,32.8,120,25
LE,C,A,4,1p Y(II),9/23/16,9:36,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,807,2246,0.64,32.2,120,25
LE,C,A,5,1p Y(II),9/23/16,9:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,985,3068,0.678,34.1,120,25
LE,C,A,6,1p Y(II),9/23/16,9:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,188,514,0.634,31.9,120,25
LE,C,A,7,1p Y(II),9/23/16,9:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,570,1654,0.655,33,120,25
LE,C,A,8,1p Y(II),9/23/16,9:37,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,898,2522,0.643,32.4,120,25
LE,C,A,1,1p Y(II),9/26/16,8:27,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,425,1367,0.689,34.7,120,25
LE,C,A,2,1p Y(II),9/26/16,8:27,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1129,3163,0.643,32.4,120,25
LE,C,A,3,1p Y(II),9/26/16,8:27,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1173,3470,0.661,33.3,120,25
LE,C,A,4,1p Y(II),9/26/16,8:28,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,498,1655,0.699,35.2,120,25
LE,C,A,5,1p Y(II),9/26/16,8:28,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,604,1976,0.694,34.9,120,25
LE,C,A,6,1p Y(II),9/26/16,8:28,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,710,2262,0.686,34.5,120,25
LE,C,A,7,1p Y(II),9/26/16,8:28,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,525,1723,0.695,35,120,25
LE,C,A,8,1p Y(II),9/26/16,8:28,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,300,980,0.693,34.9,120,25
LE,C,A,1,1p Y(II),9/28/16,12:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,530,1709,0.689,34.7,120,25
LE,C,A,2,1p Y(II),9/28/16,12:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,946,2819,0.664,33.4,120,25
LE,C,A,3,1p Y(II),9/28/16,12:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,479,1504,0.681,34.3,120,25
LE,C,A,4,1p Y(II),9/28/16,12:19,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,805,2582,0.688,34.6,120,25
LE,C,A,5,1p Y(II),9/28/16,12:20,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,804,2573,0.687,34.6,120,25
LE,C,A,6,1p Y(II),9/28/16,12:20,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,626,1978,0.683,34.4,120,25
LE,C,A,7,1p Y(II),9/28/16,12:20,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,711,2100,0.661,33.3,120,25
LE,C,A,8,1p Y(II),9/28/16,12:20,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,306,896,0.658,33.1,120,25
LE,C,A,1,1p Y(II),9/30/16,8:58,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,495,1581,0.686,34.5,120,25
LE,C,A,2,1p Y(II),9/30/16,8:58,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,614,1759,0.65,32.7,120,25
LE,C,A,3,1p Y(II),9/30/16,8:58,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,417,1233,0.661,33.3,120,25
LE,C,A,4,1p Y(II),9/30/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1208,3568,0.661,33.3,120,25
LE,C,A,5,1p Y(II),9/30/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,866,2465,0.648,32.6,120,25
LE,C,A,6,1p Y(II),9/30/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,573,1483,0.613,30.8,120,25
LE,C,A,7,1p Y(II),9/30/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1178,2806,0.58,29.2,120,25
LE,C,A,8,1p Y(II),9/30/16,9:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,251,850,0.704,35.4,120,25
LE,C,B,1,1p Y(II),9/21/16,9:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1000,2418,0.586,29.5,120,25
LE,C,B,2,1p Y(II),9/21/16,9:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1214,3435,0.646,32.5,120,25
LE,C,B,3,1p Y(II),9/21/16,9:31,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,164,463,0.645,32.5,120,25
LE,C,B,4,1p Y(II),9/21/16,9:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,194,628,0.691,34.8,120,25
LE,C,B,5,1p Y(II),9/21/16,9:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,811,2754,0.705,35.5,120,25
LE,C,B,6,1p Y(II),9/21/16,9:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,953,2526,0.622,31.3,120,25
LE,C,B,7,1p Y(II),9/21/16,9:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,643,1253,0.486,24.4,120,25
LE,C,B,8,1p Y(II),9/21/16,9:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,461,1334,0.654,32.9,120,25
LE,C,B,1,1p Y(II),9/23/16,9:41,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,157,449,0.65,32.7,120,25
LE,C,B,2,1p Y(II),9/23/16,9:41,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,514,1178,0.563,28.3,120,25
LE,C,B,3,1p Y(II),9/23/16,9:41,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,752,1809,0.584,29.4,120,25
LE,C,B,4,1p Y(II),9/23/16,9:41,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,949,2839,0.665,33.5,120,25
LE,C,B,5,1p Y(II),9/23/16,9:41,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1253,3403,0.631,31.8,120,25
LE,C,B,6,1p Y(II),9/23/16,9:42,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1272,3567,0.643,32.4,120,25
LE,C,B,7,1p Y(II),9/23/16,9:42,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,309,602,0.486,24.4,120,25
LE,C,B,8,1p Y(II),9/23/16,9:42,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,785,2245,0.65,32.7,120,25
LE,C,B,1,1p Y(II),9/26/16,8:32,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,743,2237,0.667,33.6,120,25
LE,C,B,2,1p Y(II),9/26/16,8:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,634,2268,0.72,36.2,120,25
LE,C,B,3,1p Y(II),9/26/16,8:33,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,174,628,0.722,36.3,120,25
LE,C,B,4,1p Y(II),9/26/16,8:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,954,2884,0.669,33.7,120,25
LE,C,B,5,1p Y(II),9/26/16,8:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,316,1015,0.688,34.6,120,25
LE,C,B,6,1p Y(II),9/26/16,8:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1127,3283,0.656,33,120,25
LE,C,B,7,1p Y(II),9/26/16,8:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1260,2805,0.55,27.7,120,25
LE,C,B,8,1p Y(II),9/26/16,8:34,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,417,1289,0.676,34,120,25
LE,C,B,1,1p Y(II),9/28/16,12:14,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,693,2015,0.656,33,120,25
LE,C,B,2,1p Y(II),9/28/16,12:15,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,907,2783,0.674,33.9,120,25
LE,C,B,3,1p Y(II),9/28/16,12:15,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1016,2805,0.637,32.1,120,25
LE,C,B,4,1p Y(II),9/28/16,12:15,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,324,815,0.602,30.3,120,25
LE,C,B,5,1p Y(II),9/28/16,12:15,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,349,1100,0.682,34.3,120,25
LE,C,B,6,1p Y(II),9/28/16,12:15,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,855,2519,0.66,33.2,120,25
LE,C,B,7,1p Y(II),9/28/16,12:15,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,481,1215,0.604,30.4,120,25
LE,C,B,8,1p Y(II),9/28/16,12:16,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,348,1013,0.656,33,120,25
LE,C,B,1,1p Y(II),9/30/16,9:03,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1000,2619,0.618,31.1,120,25
LE,C,B,2,1p Y(II),9/30/16,9:03,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1069,3272,0.673,33.9,120,25
LE,C,B,3,1p Y(II),9/30/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,793,2417,0.671,33.8,120,25
LE,C,B,4,1p Y(II),9/30/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,774,1555,0.502,25.2,120,25
LE,C,B,5,1p Y(II),9/30/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,583,1421,0.589,29.6,120,25
LE,C,B,6,1p Y(II),9/30/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,553,1045,0.47,23.6,120,25
LE,C,B,7,1p Y(II),9/30/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1222,2921,0.581,29.2,120,25
LE,C,B,8,1p Y(II),9/30/16,9:04,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,432,1067,0.595,29.9,120,25
CO,T,A,1,1p Y(II),9/21/16,8:50,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,690,2072,0.666,33.5,120,25
CO,T,A,2,1p Y(II),9/21/16,8:51,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,566,1254,0.548,27.6,120,25
CO,T,A,3,1p Y(II),9/21/16,8:51,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,506,1479,0.657,33.1,120,25
CO,T,A,4,1p Y(II),9/21/16,8:51,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1366,2966,0.539,27.1,120,25
CO,T,A,5,1p Y(II),9/21/16,8:51,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,143,451,0.682,34.3,120,25
CO,T,A,6,1p Y(II),9/21/16,8:51,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,184,446,0.587,29.5,120,25
CO,T,A,7,1p Y(II),9/21/16,8:51,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,204,587,0.652,32.8,120,25
CO,T,A,8,1p Y(II),9/21/16,8:51,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,129,393,0.671,33.8,120,25
CO,T,A,1,1p Y(II),9/21/16,9:49,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,261,776,0.663,33.4,120,25
CO,T,A,2,1p Y(II),9/21/16,9:50,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,583,1238,0.529,26.6,120,25
CO,T,A,3,1p Y(II),9/21/16,9:50,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,677,2052,0.67,33.7,120,25
CO,T,A,4,1p Y(II),9/21/16,9:50,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,323,783,0.587,29.5,120,25
CO,T,A,5,1p Y(II),9/21/16,9:50,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,913,2845,0.679,34.2,120,25
CO,T,A,6,1p Y(II),9/21/16,9:50,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,176,509,0.654,32.9,120,25
CO,T,A,7,1p Y(II),9/21/16,9:51,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,114,310,0.632,31.8,120,25
CO,T,A,8,1p Y(II),9/21/16,9:51,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,288,895,0.678,34.1,120,25
CO,T,A,1,1p Y(II),9/23/16,8:58,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1201,3452,0.652,32.8,120,25
CO,T,A,2,1p Y(II),9/23/16,8:58,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,360,1106,0.674,33.9,120,25
CO,T,A,3,1p Y(II),9/23/16,8:58,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,327,937,0.651,32.8,120,25
CO,T,A,4,1p Y(II),9/23/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,420,843,0.501,25.2,120,25
CO,T,A,5,1p Y(II),9/23/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,511,1379,0.629,31.6,120,25
CO,T,A,6,1p Y(II),9/23/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1106,3183,0.652,32.8,120,25
CO,T,A,7,1p Y(II),9/23/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,267,943,0.716,36,120,25
CO,T,A,8,1p Y(II),9/23/16,8:59,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,925,2850,0.675,34,120,25
CO,T,A,1,1p Y(II),9/23/16,9:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,785,1791,0.561,28.2,120,25
CO,T,A,2,1p Y(II),9/23/16,9:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,323,893,0.638,32.1,120,25
CO,T,A,3,1p Y(II),9/23/16,9:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,892,2384,0.625,31.5,120,25
CO,T,A,4,1p Y(II),9/23/16,9:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,672,1352,0.502,25.2,120,25
CO,T,A,5,1p Y(II),9/23/16,9:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,249,604,0.587,29.5,120,25
CO,T,A,6,1p Y(II),9/23/16,9:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,440,1142,0.614,30.9,120,25
CO,T,A,7,1p Y(II),9/23/16,9:56,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,623,2053,0.696,35,120,25
CO,T,A,8,1p Y(II),9/23/16,9:57,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,543,959,0.433,21.8,120,25
CO,T,A,1,1p Y(II),9/26/16,8:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,515,1221,0.578,29.1,120,25
CO,T,A,2,1p Y(II),9/26/16,8:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,578,1439,0.598,30.1,120,25
CO,T,A,3,1p Y(II),9/26/16,8:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,782,2192,0.643,32.4,120,25
CO,T,A,4,1p Y(II),9/26/16,8:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,486,1123,0.567,28.5,120,25
CO,T,A,5,1p Y(II),9/26/16,8:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,679,1739,0.609,30.6,120,25
CO,T,A,6,1p Y(II),9/26/16,8:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,522,862,0.394,19.8,120,25
CO,T,A,7,1p Y(II),9/26/16,8:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,915,2313,0.604,30.4,120,25
CO,T,A,8,1p Y(II),9/26/16,8:22,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,780,1636,0.523,26.3,120,25
CO,T,A,1,1p Y(II),9/26/16,9:16,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,367,922,0.601,30.2,120,25
CO,T,A,2,1p Y(II),9/26/16,9:16,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,185,436,0.575,28.9,120,25
CO,T,A,3,1p Y(II),9/26/16,9:16,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,969,2463,0.606,30.5,120,25
CO,T,A,4,1p Y(II),9/26/16,9:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,207,599,0.654,32.9,120,25
CO,T,A,5,1p Y(II),9/26/16,9:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,202,483,0.581,29.2,120,25
CO,T,A,6,1p Y(II),9/26/16,9:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,140,263,0.467,23.5,120,25
CO,T,A,7,1p Y(II),9/26/16,9:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,361,1008,0.641,32.3,120,25
CO,T,A,8,1p Y(II),9/26/16,9:17,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,154,404,0.618,31.1,120,25
CO,T,A,1,1p Y(II),9/28/16,9:20,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,223,663,0.663,33.4,120,25
CO,T,A,2,1p Y(II),9/28/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,246,567,0.566,28.5,120,25
CO,T,A,3,1p Y(II),9/28/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,291,717,0.594,29.9,120,25
CO,T,A,4,1p Y(II),9/28/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,880,2382,0.63,31.7,120,25
CO,T,A,5,1p Y(II),9/28/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,369,1022,0.638,32.1,120,25
CO,T,A,6,1p Y(II),9/28/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,403,1064,0.621,31.2,120,25
CO,T,A,7,1p Y(II),9/28/16,9:21,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,701,2148,0.673,33.9,120,25
