spp,t_c,block,sample,date,time,F700_Lvl,F735_Lvl,CFR,concentration
CO,T,B,6,9/26/2016,9:25:56,295,349,1.19,364
CO,T,B,7,9/26/2016,9:26:08,256,292,1.14,333
CO,T,B,8,9/26/2016,9:26:18,339,403,1.19,364
CO,T,B,1,9/28/2016,9:25:51,333,259,0.78,104
CO,T,B,2,9/28/2016,9:26:03,262,233,0.89,174
CO,T,B,3,9/28/2016,9:26:13,257,255,0.99,237
CO,T,B,4,9/28/2016,9:26:24,280,264,0.94,206
CO,T,B,5,9/28/2016,9:26:36,192,199,1.04,269
CO,T,B,6,9/28/2016,9:27:35,281,308,1.1,307
CO,T,B,7,9/28/2016,9:27:50,363,342,0.94,206
CO,T,B,8,9/28/2016,9:28:01,332,332,1,244
CO,T,B,1,9/28/2016,10:23:03,283,290,1.03,263
CO,T,B,2,9/28/2016,10:23:16,370,344,0.93,199
CO,T,B,3,9/28/2016,10:23:32,338,350,1.04,269
CO,T,B,4,9/28/2016,10:24:02,436,421,0.97,225
CO,T,B,5,9/28/2016,10:24:16,246,271,1.1,307
CO,T,B,6,9/28/2016,10:24:29,271,216,0.8,117
CO,T,B,7,9/28/2016,10:24:41,398,373,0.94,206
CO,T,B,8,9/28/2016,10:25:09,407,425,1.04,269
CO,T,B,1,9/30/2016,8:26:05,265,245,0.93,199
CO,T,B,2,9/30/2016,8:26:17,243,244,1.01,250
CO,T,B,3,9/30/2016,8:26:31,293,296,1.01,250
CO,T,B,4,9/30/2016,8:26:47,307,322,1.05,276
CO,T,B,5,9/30/2016,8:27:00,311,345,1.11,314
CO,T,B,6,9/30/2016,8:27:14,234,260,1.12,320
CO,T,B,7,9/30/2016,8:28:20,277,275,0.99,237
CO,T,B,8,9/30/2016,8:28:32,374,397,1.06,282
CO,T,B,1,9/30/2016,9:26:15,182,168,0.93,199
CO,T,B,2,9/30/2016,9:26:31,207,207,1,244
CO,T,B,3,9/30/2016,9:26:42,234,237,1.01,250
CO,T,B,4,9/30/2016,9:26:52,167,148,0.89,174
CO,T,B,5,9/30/2016,9:27:02,216,240,1.11,314
CO,T,B,6,9/30/2016,9:27:12,258,268,1.04,269
CO,T,B,7,9/30/2016,9:27:23,118,89,0.76,91
CO,T,B,8,9/30/2016,9:27:33,207,223,1.08,295
CO,C,A,1,9/21/2016,8:20:23,423,510,1.21,377
CO,C,A,2,9/21/2016,8:21:00,431,468,1.09,301
CO,C,A,3,9/21/2016,8:21:13,482,559,1.16,345
CO,C,A,4,9/21/2016,8:21:24,443,457,1.03,263
CO,C,A,5,9/21/2016,8:21:32,453,490,1.08,295
CO,C,A,6,9/21/2016,8:21:46,485,490,1.01,250
CO,C,A,7,9/21/2016,8:21:57,421,501,1.19,364
CO,C,A,8,9/21/2016,8:22:06,397,445,1.12,320
CO,C,A,1,9/23/2016,9:02:18,316,416,1.32,447
CO,C,A,2,9/23/2016,9:02:30,328,378,1.15,339
CO,C,A,3,9/23/2016,9:02:39,281,366,1.3,434
CO,C,A,4,9/23/2016,9:02:49,286,302,1.06,282
CO,C,A,5,9/23/2016,9:03:06,347,435,1.26,409
CO,C,A,6,9/23/2016,9:03:17,310,391,1.26,409
CO,C,A,7,9/23/2016,9:03:27,376,460,1.23,390
CO,C,A,8,9/23/2016,9:03:38,336,371,1.1,307
CO,C,A,1,9/26/2016,8:41:27,234,294,1.26,409
CO,C,A,2,9/26/2016,8:41:37,205,210,1.03,263
CO,C,A,3,9/26/2016,8:41:50,211,249,1.18,358
CO,C,A,4,9/26/2016,8:42:03,131,117,0.9,180
CO,C,A,5,9/26/2016,8:42:14,284,311,1.1,307
CO,C,A,6,9/26/2016,8:42:24,181,204,1.13,326
CO,C,A,7,9/26/2016,8:42:35,203,207,1.02,257
CO,C,A,8,9/26/2016,8:42:46,205,178,0.87,161
CO,C,A,1,9/28/2016,11:52:27,361,390,1.08,295
CO,C,A,2,9/28/2016,11:52:36,358,371,1.04,269
CO,C,A,3,9/28/2016,11:52:44,342,368,1.08,295
CO,C,A,4,9/28/2016,11:52:53,242,210,0.87,161
CO,C,A,5,9/28/2016,11:53:02,380,379,1,244
CO,C,A,6,9/28/2016,11:53:11,304,275,0.91,187
CO,C,A,7,9/28/2016,11:53:21,354,361,1.02,257
CO,C,A,8,9/28/2016,11:53:31,413,434,1.05,276
CO,C,A,1,9/30/2016,8:58:35,257,245,0.95,212
CO,C,A,2,9/30/2016,8:59:00,219,179,0.82,130
CO,C,A,3,9/30/2016,8:59:20,220,258,1.18,358
CO,C,A,4,9/30/2016,8:59:30,207,197,0.95,212
CO,C,A,5,9/30/2016,8:59:42,355,354,1,244
CO,C,A,6,9/30/2016,8:59:54,207,191,0.93,199
CO,C,A,7,9/30/2016,9:00:10,143,113,0.8,117
CO,C,A,8,9/30/2016,9:00:19,215,232,1.08,295
CO,C,B,1,9/21/2016,9:03:11,518,526,1.02,257
CO,C,B,2,9/21/2016,9:03:22,523,560,1.07,288
CO,C,B,3,9/21/2016,9:03:34,528,577,1.09,301
CO,C,B,4,9/21/2016,9:03:44,580,605,1.04,269
CO,C,B,5,9/21/2016,9:03:56,475,513,1.08,295
CO,C,B,6,9/21/2016,9:04:06,500,500,1,244
CO,C,B,7,9/21/2016,9:04:16,544,566,1.04,269
CO,C,B,8,9/21/2016,9:04:25,513,513,1,244
CO,C,B,1,9/23/2016,9:08:20,300,314,1.05,276
CO,C,B,2,9/23/2016,9:08:48,385,390,1.01,250
CO,C,B,3,9/23/2016,9:08:58,339,379,1.12,320
CO,C,B,4,9/23/2016,9:09:13,433,451,1.04,269
CO,C,B,5,9/23/2016,9:09:25,341,425,1.25,403
CO,C,B,6,9/23/2016,9:09:47,392,413,1.05,276
CO,C,B,7,9/23/2016,9:09:57,342,411,1.2,371
CO,C,B,8,9/23/2016,9:10:09,430,452,1.05,276
CO,C,B,1,9/26/2016,8:47:55,214,253,1.19,364
CO,C,B,2,9/26/2016,8:48:04,190,214,1.13,326
CO,C,B,3,9/26/2016,8:48:14,282,318,1.13,326
CO,C,B,4,9/26/2016,8:48:25,227,252,1.11,314
CO,C,B,5,9/26/2016,8:48:39,278,328,1.18,358
CO,C,B,6,9/26/2016,8:48:49,205,243,1.19,364
CO,C,B,7,9/26/2016,8:49:03,356,392,1.1,307
CO,C,B,8,9/26/2016,8:49:13,270,274,1.02,257
CO,C,B,1,9/28/2016,11:57:08,426,444,1.04,269
CO,C,B,2,9/28/2016,11:57:16,388,365,0.94,206
CO,C,B,3,9/28/2016,11:57:24,364,377,1.04,269
CO,C,B,4,9/28/2016,11:57:32,381,367,0.96,218
CO,C,B,5,9/28/2016,11:57:42,407,387,0.95,212
CO,C,B,6,9/28/2016,11:57:50,254,243,0.96,218
CO,C,B,7,9/28/2016,11:57:59,449,402,0.9,180
CO,C,B,8,9/28/2016,11:58:08,394,409,1.04,269
CO,C,B,1,9/30/2016,9:05:07,161,136,0.85,149
CO,C,B,2,9/30/2016,9:05:16,256,215,0.84,142
CO,C,B,3,9/30/2016,9:05:26,161,143,0.89,174
CO,C,B,4,9/30/2016,9:05:36,175,132,0.76,91
CO,C,B,5,9/30/2016,9:05:47,196,177,0.9,180
CO,C,B,6,9/30/2016,9:05:59,153,130,0.85,149
CO,C,B,7,9/30/2016,9:06:10,139,137,0.99,237
CO,C,B,8,9/30/2016,9:06:20,224,190,0.85,149
